Tue Jun 12 21:32:49 +0000 2018,$WMT Trade Setup For Experienced Investors Right Here...  https://t.co/MPZzd3ESWa
Tue Jun 12 21:56:23 +0000 2018,Aftermarket trade ripples run wide from AT&amp;T/Time Warner decision https://t.co/acbVRuc2P7 $T $TWX $CMCSA $FOX
Tue Jun 12 21:54:54 +0000 2018,TAKE PROFITS ON AT&amp;#T AND EXIT THE POSITION $T $#TWX https://t.co/C51WXZjGjg #stockmarket #0 https://t.co/C51WXZjGjg
Tue Jun 12 21:54:41 +0000 2018,TAKE PROFITS ON AT&amp;#T AND EXIT THE POSITION $T $#TWX https://t.co/C51WXZjGjg #stockmarket #0
Tue Jun 12 21:54:38 +0000 2018,Aftermarket trade ripples run wide from AT&amp;T/Time Warner decision https://t.co/OI7hUEtDVZ $T $TWX $CMCSA $FOX
Tue Jun 12 21:54:38 +0000 2018,Aftermarket trade ripples run wide from AT&amp;T/Time Warner decision https://t.co/b92lgcpVdK $T $TWX $CMCSA $FOX
Tue Jun 12 21:53:37 +0000 2018,"RT @SBarryJames: Is it too much to say THIS CHANGES EVERYTHING #antitrust $t/ $twx \\nJudge approves AT&amp;T/Time Warner deal, no conditions, op\\u2026"
Tue Jun 12 21:53:08 +0000 2018,$TWC $T $DIS $CMCSA TimeWarner / AOL merger occurred at the peak of the .Com bubble. Time Warner / At&amp;t merger with markets frothy.....
Tue Jun 12 21:53:00 +0000 2018,$T AT&amp;T Cleared by Judge to Buy Time Warner via https://t.co/jURZDymPXI
Tue Jun 12 21:51:37 +0000 2018,RT @Hedgeye: Our Telecom &amp; Media analyst Paul Glenchur nailed this call.\\n$T $TWX @KeithMcCullough \\nhttps://t.co/aQiRoPeji5
Tue Jun 12 21:51:22 +0000 2018,"AT&amp;T prevails in Time Warner merger trial, without conditions https://t.co/hQ2Iw640aK $T $TWX $FOX $FOXA"
Tue Jun 12 21:49:18 +0000 2018,"The AT&amp;amp;T Ruling Ripples Through Wall Street $T, $TWX, $CMCSA, $FOXA, $DIS, $CVS, $AET https://t.co/P9Xemn6go4 via @TheStreet"
Tue Jun 12 21:48:12 +0000 2018,RT @RichBTIG: The most important takeaway from AT&amp;T Time Warner decision that nobody is talking about \\u2014&gt;\\n\\u201cAT&amp;T Wants To Give Video Away for\\u2026
Tue Jun 12 21:47:37 +0000 2018,$T A federal judge ruled on Tuesday that AT&amp;T can move forward with its $85 billion acquisition of Time Warner. $TWX https://t.co/nMbxfajRey
Tue Jun 12 21:47:19 +0000 2018,"If you can\'t get the court download link to work, @THR has the $T $TWX antitrust decision up, as I am sure others do as well. https://t.co/cSOrgMF8yv https://t.co/47Y5ACc53H"
Tue Jun 12 21:46:26 +0000 2018,RT @AlphaBetaStock: AT&amp;T was cleared by a judge to take over Time Warner in an $85 billion deal that the mobile-phone giant says will fuel\\u2026
Tue Jun 12 21:46:13 +0000 2018,RT @RichBTIG: How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Tue Jun 12 21:45:30 +0000 2018,RT @RichBTIG: The most important takeaway from AT&amp;T Time Warner decision that nobody is talking about \\u2014&gt;\\n\\u201cAT&amp;T Wants To Give Video Away for\\u2026
Tue Jun 12 21:45:16 +0000 2018,RT @ThePitBoss16: After the close a U.S. District Court ruled AT&amp;T $T can go ahead with its acquisition of Time Warner $TWX $SPX $SPY \\nU.S.\\u2026
Tue Jun 12 21:43:52 +0000 2018,"RT @PipsToDollars: $FOXA $CMCSA $TWX $T $DIS $WWE \\nAT&amp;T can buy Time Warner, and everyone else can buy everything else https://t.co/iJa3lMy\\u2026"
Tue Jun 12 21:43:30 +0000 2018,RT @RichBTIG: The most important takeaway from AT&amp;T Time Warner decision that nobody is talking about \\u2014&gt;\\n\\u201cAT&amp;T Wants To Give Video Away for\\u2026
Tue Jun 12 21:43:25 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:43:21 +0000 2018,The most important takeaway from AT&amp;T Time Warner decision that nobody is talking about \\u2014&gt;\\n\\u201cAT&amp;T Wants To Give Video Away for FREE\\u201d\\n$T $TWX\\nhttps://t.co/OYAmhuKGAE
Tue Jun 12 21:43:00 +0000 2018,$TWX $T Bloomberg Markets: AT&amp;T Cleared by Judge to Buy Time Warner via https://t.co/jURZDymPXI
Tue Jun 12 21:42:23 +0000 2018,RT @Hedgeye: Our Telecom &amp; Media analyst Paul Glenchur nailed this call.\\n$T $TWX @KeithMcCullough \\nhttps://t.co/aQiRoPeji5
Tue Jun 12 21:41:30 +0000 2018,$T #AT&amp;TInc. declines in after hours trading. See the latest news. https://t.co/oChrlITtUu https://t.co/9tpiXCXrqE
Tue Jun 12 21:41:25 +0000 2018,"AT&amp;T argued that it needs Time Warner\'s assets to compete with Netflix $NFLX, Amazon $AMZN and Alphabet\'s $GOOGL Google in the entertainment business. $T $TWX https://t.co/kyUHzTqbEs https://t.co/7GufawRawq"
Tue Jun 12 21:41:25 +0000 2018,RT @RichBTIG: How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Tue Jun 12 21:41:25 +0000 2018,"RT @saracsalinas: A federal judged ruled AT&amp;T\'s $85.4 billion bid for Time Warner is legal, and I shouted \\"
Tue Jun 12 21:41:00 +0000 2018,RT @AlphaBetaStock: AT&amp;T was cleared by a judge to take over Time Warner in an $85 billion deal that the mobile-phone giant says will fuel\\u2026
Tue Jun 12 21:40:12 +0000 2018,$TWX Time Warner shares shoot higher after judge rules in favor of merger with $T AT&amp;T; other media stocks gain  https://t.co/qAE0khjaea
Tue Jun 12 21:39:11 +0000 2018,After the close a U.S. District Court ruled AT&amp;T $T can go ahead with its acquisition of Time Warner $TWX $SPX $SPY \\nU.S. District Judge Richard Leon made the ruling and set no conditions on the AT&amp;T takeover. https://t.co/kyUHzTqbEs https://t.co/d31crHSUTs
Tue Jun 12 21:38:52 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:38:38 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:38:35 +0000 2018,"RT @saracsalinas: A federal judged ruled AT&amp;T\'s $85.4 billion bid for Time Warner is legal, and I shouted \\"
Tue Jun 12 21:38:27 +0000 2018,AT&amp;T was cleared by a judge to take over Time Warner in an $85 billion deal that the mobile-phone giant says will fuel its evolution into a media powerhouse. $T - $TWX https://t.co/reGZG4rNbg
Tue Jun 12 21:37:31 +0000 2018,"$FOXA $CMCSA $TWX $T $DIS $WWE \\nAT&amp;T can buy Time Warner, and everyone else can buy everything else https://t.co/iJa3lMyoHL via @Recode"
Tue Jun 12 21:35:36 +0000 2018,RT @JAYELANG: Will Trump administration\'s loss to AT&amp;T mean a record year for M&amp;A?  https://t.co/UM55Sn5CdU @dcexaminer @JoePWilliams31 #Wa\\u2026
Tue Jun 12 21:35:25 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:35:18 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:35:07 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:34:28 +0000 2018,RT @realwillmeade: Unusual options activity predicted this\\n$TWX Time Warner $T @ATT \\nBBC News - Judge clears AT&amp;T takeover of Time Warner h\\u2026
Tue Jun 12 21:33:57 +0000 2018,TAKE PROFITS ON AT&amp;T AND EXIT THE POSITION $T $TWX https://t.co/6lKw1XobXA
Tue Jun 12 21:33:14 +0000 2018,"RT @SBarryJames: Is it too much to say THIS CHANGES EVERYTHING #antitrust $t/ $twx \\nJudge approves AT&amp;T/Time Warner deal, no conditions, op\\u2026"
Tue Jun 12 21:31:38 +0000 2018,Mega-merger healthcare players up on positive court ruling for AT&amp;T/Time Warner tie-up https://t.co/LbQpi9uZCJ $T $TWX $AET $CVS $CI $ESRX https://t.co/natVsk4wDb
Tue Jun 12 21:28:46 +0000 2018,"Advisers on AT&amp;T deal $T $TWX:\\n\\nBanks\\nAT&amp;T: Perella Weinberg Partners, JPMorgan Chase and Bank of America Merrill Lynch\\nTime Warner: Allen &amp; Company, Citigroup and Morgan Stanley\\n\\nLaw firms\\nAT&amp;T: Sullivan &amp; Cromwell and Arnold &amp; Porter.\\nTime Warner: Cravath, Swaine &amp; Moore"
Tue Jun 12 21:27:13 +0000 2018,Will Trump administration\'s loss to AT&amp;T mean a record year for M&amp;A?  https://t.co/UM55Sn5CdU @dcexaminer @JoePWilliams31 #WallStreet $T $TWX
Tue Jun 12 21:27:01 +0000 2018,"$T $TWX $NFLX $AMZN $GOOGL:\\n\\nAT&amp;T Can Buy Time Warner; Court Ruling To Ignite Comcast, Disney Brawl:\\n\\nhttps://t.co/TUe5p6Pxc0"
Tue Jun 12 21:25:54 +0000 2018,RT @ReutersBiz: Instant View: Read comments and reactions as federal judge approves AT&amp;T takeover of Time Warner https://t.co/5nONQ4ii8m $T\\u2026
Tue Jun 12 21:25:52 +0000 2018,Instant View: Read comments and reactions as federal judge approves AT&amp;T takeover of Time Warner https://t.co/5nONQ4ii8m $T $TWX https://t.co/3yvMY590Gq
Tue Jun 12 21:24:50 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:24:22 +0000 2018,RT @Hedgeye: Our Telecom &amp; Media analyst Paul Glenchur nailed this call.\\n$T $TWX @KeithMcCullough \\nhttps://t.co/aQiRoPeji5
Tue Jun 12 21:24:22 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:24:11 +0000 2018,"Get ready to pay a lot more for HBO, CNN and media assets to go on a hot streak.\\n\\nThe government did an extremely poor job on the case so it\\u2019s not a shock but man the country is drowning in Largemassive cos so it\\u2019s super saddening. $T $DIS $FOX $CBS \\n\\nhttps://t.co/KsG5ms5tXl"
Tue Jun 12 21:23:50 +0000 2018,AT&amp;T drops over 2.5% while Time Warner up 4% after judge approves merger. Market is saying $T overpaying. $TWX breathes sign of relief from $NFLX and $AMZN competition. $T should\'ve just stuck with 5G and charge everyone incl. Netflix for content delivery.
Tue Jun 12 21:22:50 +0000 2018,RT @barronstechblog: $T $TWX https://t.co/6PeECmKI0G
Tue Jun 12 21:21:25 +0000 2018,RT @TedatACA: @RBRTVBR @AdamRJacobson1 reports: @AmericanCable: Forget AT&amp;T/Time Warner: Comcast/NBCU Is Worse | Radio &amp; Television Busines\\u2026
Tue Jun 12 21:20:31 +0000 2018,RT @Reuters: MORE: AT&amp;T general counsel says looks forward to closing merger with Time Warner on or before June 20 $T $TWX https://t.co/ALA\\u2026
Tue Jun 12 21:19:31 +0000 2018,With all the media merger talk happening now that AT&amp;T is allowed to take over Time Warner does $AAPL or $AMZN try &amp; buy $NFLX ? https://t.co/T9pdeJWd9B $T cc @MikelSevere
Tue Jun 12 21:19:24 +0000 2018,RT @Hedgeye: Our Telecom &amp; Media analyst Paul Glenchur nailed this call.\\n$T $TWX @KeithMcCullough \\nhttps://t.co/aQiRoPeji5
Tue Jun 12 21:19:02 +0000 2018,RT @Hedgeye: Our Telecom &amp; Media analyst Paul Glenchur nailed this call.\\n$T $TWX @KeithMcCullough \\nhttps://t.co/aQiRoPeji5
Tue Jun 12 21:18:52 +0000 2018,#Allergan\'s Loss on 100MM $TEVA Shares Plus Asset Durability Disappointments Will Keep Them From Enjoying a AT&amp;T $TWX Deal! $aapl $amzn $agn $brk $crm $pfe $tst $amgn $ms $gs $wfc $jpm $bac $sti $c $mnk $myl $mrk $vrx $iep $hlf $dis $twx $t $s $ba $aa $shak $ual $unh $esrx $wba
Tue Jun 12 21:18:49 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:18:43 +0000 2018,"AT&amp;T applauds decision, looks to close on Time Warner by June 20 $T $TWX Finally!!!!! Let\\u2019s do this!  https://t.co/QruALt4J6O"
Tue Jun 12 21:17:53 +0000 2018,The Latest: Judge: Gov\'t evidence \\
Tue Jun 12 21:17:49 +0000 2018,"AT&amp;T WINS!!!\\nJUST UPDATED Analysis:\\n$T AT&amp;T (Dividend Aristocrat)\\nValuation, Profitability, and Dividend Safety Scores.\\nhttps://t.co/yQQGRFx2qG\\n#dividends #aristocrat #champion #cashflow #highyield #telecommunications #dividend #investing #DVB #AAAMP https://t.co/iAhBNVphhv"
Tue Jun 12 21:17:49 +0000 2018,The Latest: AT&amp;T decision a green light for media mergers $T #T #Technology #Courtdecisions #Legalproceedings https://t.co/5SqeLP4AJ9
Tue Jun 12 21:17:49 +0000 2018,The Latest: Judge OKs AT&amp;T-Time Warner merger $T #T #Technology #Courtdecisions #Legalproceedings https://t.co/I0WQ7kkH8O
Tue Jun 12 21:17:48 +0000 2018,The Latest: Judge: Gov\'t evidence \\
Tue Jun 12 21:17:45 +0000 2018,RT @Hedgeye: Our Telecom &amp; Media analyst Paul Glenchur nailed this call.\\n$T $TWX @KeithMcCullough \\nhttps://t.co/aQiRoPeji5
Tue Jun 12 21:17:45 +0000 2018,The Latest: AT&amp;T decision a green light for media mergers $T #T #Technology #Courtdecisions #Legalproceedings https://t.co/Q8N679Jd8c
Tue Jun 12 21:17:44 +0000 2018,The Latest: Judge OKs AT&amp;T-Time Warner merger $T #T #Technology #Courtdecisions #Legalproceedings https://t.co/xKWS5VNqhE
Tue Jun 12 21:17:16 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:17:13 +0000 2018,RT @Hedgeye: Our Telecom &amp; Media analyst Paul Glenchur nailed this call.\\n$T $TWX @KeithMcCullough \\nhttps://t.co/aQiRoPeji5
Tue Jun 12 21:16:55 +0000 2018,MORE AT&amp;T general counsel says looks forward to closing merger with Time Warner on or before June 20 $T $Animal Crossing
Tue Jun 12 21:16:52 +0000 2018,"A federal judged ruled AT&amp;T\'s $85.4 billion bid for Time Warner is legal, and I shouted \\"
Tue Jun 12 21:16:37 +0000 2018,RT @barronstechblog: $T $TWX https://t.co/6PeECmKI0G
Tue Jun 12 21:16:25 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:16:21 +0000 2018,"RT @carney: While you wait for the $T AT&amp;T Time Warner decision, feel free to read the piece I wrote about the case when it was first filed\\u2026"
Tue Jun 12 21:16:07 +0000 2018,$T $TWX https://t.co/6PeECmKI0G
Tue Jun 12 21:16:04 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:15:42 +0000 2018,Thomas Lemar view AT&amp;T wins approval to buy Time Warner for $85 billion $T $TWX
Tue Jun 12 21:15:37 +0000 2018,RT @RichBTIG: Joining @MelissaLeeCNBCand the @CNBCFastMoney team around 5:15 pm to talk AT&amp;T Time Warner approval and implications \\n@timsey\\u2026
Tue Jun 12 21:15:15 +0000 2018,"@blue_mead I\\u2019m essentially long $TWX short $T atm it is looking good for me, but we\\u2019ll have to see at market open tomorrow"
Tue Jun 12 21:15:08 +0000 2018,RT: @reuters :MORE: AT&amp;amp;T general counsel says looks forward to closing merger with Time Warner on or before June 20 $T $TWX https://t.co/fz0M7clV84
Tue Jun 12 21:14:49 +0000 2018,AT&amp;T is cleared by judge to buy Time Warner and create a media giant https://t.co/OltBrQZozK via @business $T $TWX
Tue Jun 12 21:14:42 +0000 2018,"RT @stephenfoley: The Schrodinger\'s cat of M&amp;A. As a judge hands down his antitrust ruling in a sealed courtroom, is the AT&amp;T-Time Warner d\\u2026"
Tue Jun 12 21:14:15 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:14:01 +0000 2018,"Congrats to $T on winning in court, now the hard part, $TWX could turn out to be a bust and one of the worst acquisitions in modern history due to Gross Debt levels and competition like $NFLX, At&amp;t may bleed itself out when this is all said and done\\u2026"
Tue Jun 12 21:13:54 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:13:53 +0000 2018,RT @Reuters: MORE: AT&amp;T general counsel says looks forward to closing merger with Time Warner on or before June 20 $T $TWX https://t.co/ALA\\u2026
Tue Jun 12 21:13:48 +0000 2018,"RT @_davidelman: Good luck getting said link to download, however, as everyone tries to pull #USvsATT decision at once. $T $TWX"
Tue Jun 12 21:13:32 +0000 2018,"AT&amp;T Cleared by Judge to Buy Time Warner, Create Media Giant $T #antitrust https://t.co/n0G9B3oWEw"
Tue Jun 12 21:13:25 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:13:22 +0000 2018,Here\'s the @barronsonline story on the $T $TWX decision. With context and market\'s snap response (By @NickJasinski4) https://t.co/LhFwE1h1it
Tue Jun 12 21:13:21 +0000 2018,RT @RichBTIG: Joining @MelissaLeeCNBCand the @CNBCFastMoney team around 5:15 pm to talk AT&amp;T Time Warner approval and implications \\n@timsey\\u2026
Tue Jun 12 21:13:12 +0000 2018,"RT @ScottGamm: Since the AT&amp;T-Time Warner deal was announced on October 22, 2016...\\n\\nAT&amp;T shares are down over 8%\\nTime Warner shares are up\\u2026"
Tue Jun 12 21:12:48 +0000 2018,RT @Reuters: MORE: AT&amp;T general counsel says looks forward to closing merger with Time Warner on or before June 20 $T $TWX https://t.co/ALA\\u2026
Tue Jun 12 21:12:46 +0000 2018,Judge Approves AT&amp;T\'s $85BN Takeover Of #TimeWarner $TWX $T https://t.co/nZBJAgDdFj
Tue Jun 12 21:12:01 +0000 2018,"$T $TWX $CMCSA $DIS $FOXA:\\n\\nAT&amp;T Can Buy Time Warner, Court Ruling To Ignite Comcast, Disney Brawl:\\n\\nhttps://t.co/b3WfQpill3"
Tue Jun 12 21:11:46 +0000 2018,RT @rorol: Judge OKs AT&amp;T-Time Warner Deal is a big win for all the activists who have accumulated shares in $TWX. Greenlight\'s David Einho\\u2026
Tue Jun 12 21:11:45 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:11:27 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:11:20 +0000 2018,RT @rorol: Judge OKs AT&amp;T-Time Warner Deal is a big win for all the activists who have accumulated shares in $TWX. Greenlight\'s David Einho\\u2026
Tue Jun 12 21:10:58 +0000 2018,RT @Reuters: MORE: AT&amp;T general counsel says looks forward to closing merger with Time Warner on or before June 20 $T $TWX https://t.co/ALA\\u2026
Tue Jun 12 21:10:49 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:10:45 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:10:44 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:10:44 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:10:41 +0000 2018,$NFLX shares down almost 5 percent on AT&amp;T Time Warner verdict $T $TWX
Tue Jun 12 21:10:36 +0000 2018,"Good luck getting said link to download, however, as everyone tries to pull #USvsATT decision at once. $T $TWX"
Tue Jun 12 21:10:28 +0000 2018,RT @Reuters: Instant view: AT&amp;T wins approval to buy Time Warner for $85 billion https://t.co/SlGELp9Vju $T $TWX https://t.co/kSNTSdjie1
Tue Jun 12 21:10:25 +0000 2018,Our Telecom &amp; Media analyst Paul Glenchur nailed this call.\\n$T $TWX @KeithMcCullough \\nhttps://t.co/aQiRoPeji5
