Fri Jun 08 23:48:12 +0000 2018,"Walmart Inc $WMT Insider Sells $464,202.60 in Stock https://t.co/vRTTbvLcrF"
Fri Jun 08 23:03:19 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 23:03:09 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:59:24 +0000 2018,I\'m bullish when friends don\'t take time to even read what #Bitcoin or #blockchain is even capable of.\\n\\nI\'m even more bullish as many of those friends don\'t even own a Twitter account and get their information via $FB #Facebook\\n\\nSO. EARLY.\\n\\n#CryptoTwitterIsBAE #Crypto
Fri Jun 08 22:57:41 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:57:10 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:55:43 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:55:32 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:54:44 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:54:32 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:54:01 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:53:58 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:53:32 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:53:20 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:52:56 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:52:20 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:51:36 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:51:26 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:51:06 +0000 2018,RT @Reuters: .@Breakingviews: Why did two thirds of Facebook\'s independent shareholders re-elect Zuckerberg to the board despite $FB\\u2019s moun\\u2026
Fri Jun 08 22:48:44 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:47:56 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:36:31 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:35:03 +0000 2018,$FB - Facebook Gave Some Companies Special Access to Additional Data About Users\' Friends -- 2nd Update https://t.co/NZybwQjksM
Fri Jun 08 22:35:02 +0000 2018,$FB - Facebook Gave Some Companies Special Access to Additional Data About Users\' Friends -- 2nd Update https://t.co/4Niq2X2SEM
Fri Jun 08 22:32:13 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:31:27 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:30:27 +0000 2018,RT @JReed193: 2) some deals granted special access to data about users\\u2019 friends well after the point in 2015 when Facebook had said it cut\\u2026
Fri Jun 08 22:27:26 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:24:44 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:22:07 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:21:33 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:18:41 +0000 2018,RT @DrivingTheDay: Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising\\u2026
Fri Jun 08 22:17:40 +0000 2018,Tech Review 1) @elonmusk Sticking To His Guns On Tesla Targets (video); 2) Digital Ad Spending Blows Past TV Advertising 3) Stocks in #BullMarket https://t.co/OGTCdWqxpL $TSLA #Tesla #tech #investing #Ad #advertising $FB #Facebook $GOOGL $GOOG #Google #media https://t.co/Wn64dfhWu4
Fri Jun 08 22:17:31 +0000 2018,RT @iamtito_: $FB - Correction to Facebook gave some companies special data access https://t.co/meuD2nX1bF
Fri Jun 08 22:17:11 +0000 2018,$FB - Facebook Gave Some Companies Special Access to Additional Data About Users\' Friends -- Update https://t.co/lkSwW091LT
Fri Jun 08 22:17:10 +0000 2018,$FB - Facebook Gave Some Companies Special Access to Additional Data About Users\' Friends -- Update https://t.co/1ZI87RIxlG
Fri Jun 08 22:11:04 +0000 2018,$FB - Correction to Facebook gave some companies special data access https://t.co/meuD2nX1bF
Fri Jun 08 22:11:03 +0000 2018,$FB - Correction to Facebook gave some companies special data access https://t.co/oEQuXYFdCI
Fri Jun 08 22:02:49 +0000 2018,2) some deals granted special access to data about users\\u2019 friends well after the point in 2015 when Facebook had said it cut off **all developers** from that information\\n\\n$FB\\n(via \\u2066@WSJ\\u2069) https://t.co/4b4pYIIfIG
Fri Jun 08 22:00:12 +0000 2018,RT @DowdEdward: $FB Looks like a reappearance in front of Congress is a forgone conclusion now...lied. \\n\\nFacebook gave some companies acces\\u2026
Fri Jun 08 22:00:00 +0000 2018,$GOOGL $FB Sheryl Sandberg Uses Facebook\'s Woes as Lesson for MIT Grads via https://t.co/jURZDymPXI
Fri Jun 08 21:49:42 +0000 2018,"Head to Head Survey: Facebook, Inc. Common Stock $FB and TrueCar $TRUE https://t.co/dfZ4yulfEK"
Fri Jun 08 21:48:29 +0000 2018,The Wells Fargo of Tech &gt;&gt; Lying #Facebook gave some companies special access to users\\u2019 data  https://t.co/WF7EdDruBK $FB $WFC
Fri Jun 08 21:46:18 +0000 2018,Report: Facebook\'s shared user data with select companies $FB #FB #Socialmedia #Onlinemedia #Media https://t.co/Ql0MrYatAW
Fri Jun 08 21:46:11 +0000 2018,Report: Facebook\'s shared user data with select companies $FB #FB #Socialmedia #Onlinemedia #Media https://t.co/yGCQD15ZM2
Fri Jun 08 21:43:59 +0000 2018,$FB Tiger cubs loading up https://t.co/NDbHNvHgkz
Fri Jun 08 21:38:40 +0000 2018,RT @Guruleaks1: Facebook Gave Some Companies Access to Additional Data About Users\\u2019 Friends\\nhttps://t.co/WTF6XQ8nnH $FB
Fri Jun 08 21:34:06 +0000 2018,"Admitting of spreading MisInformation, he didn\'t create it that\'s why he can\'t manage it properly it all makes sense now. Its not mistakes its lies! big difference\\n#FB #DeleteFaceBook #stocks #markets #Stockmarket $FB #privacy #Facebook gitmo #QAnon \\ud83d\\udc47@realDonaldTrump #TickTock https://t.co/5kV8qlOTf2"
Fri Jun 08 21:28:33 +0000 2018,RT @GerberKawasaki: Remember when I said on #CNBC that there was a lot more to this when it first broke. There is. $fb #Facebook @CNBCClosi\\u2026
Fri Jun 08 21:28:31 +0000 2018,RT @GerberKawasaki: Remember when I said on #CNBC that there was a lot more to this when it first broke. There is. $fb #Facebook @CNBCClosi\\u2026
Fri Jun 08 21:27:55 +0000 2018,RT @GerberKawasaki: Remember when I said on #CNBC that there was a lot more to this when it first broke. There is. $fb #Facebook @CNBCClosi\\u2026
Fri Jun 08 21:23:59 +0000 2018,Remember when I said on #CNBC that there was a lot more to this when it first broke. There is. $fb #Facebook @CNBCClosingBell https://t.co/BTizbfULHR
Fri Jun 08 21:16:58 +0000 2018,Facebook Gave Some Companies Access to Additional Data About Users\\u2019 Friends\\nhttps://t.co/WTF6XQ8nnH $FB
Fri Jun 08 21:09:34 +0000 2018,RT @DowdEdward: $FB Looks like a reappearance in front of Congress is a forgone conclusion now...lied. \\n\\nFacebook gave some companies acces\\u2026
Fri Jun 08 21:08:50 +0000 2018,RT @DowdEdward: $FB \\u201cFacebook gave some companies access to user records well after the point in 2015 when social network said it had cut t\\u2026
Fri Jun 08 21:06:47 +0000 2018,More than a handful of people have been murdered for unfriending someone on Facebook. $FB
Fri Jun 08 21:05:02 +0000 2018,"RT @tpiwholesale: Oh, Is this True #MarkZuckerberg??? wow... TRILLION DOLLAR RIP-OFF?! \\n#FB #DeleteFaceBook #stocks #markets #Stockmarket $\\u2026"
Fri Jun 08 21:03:32 +0000 2018,RT @Reuters: On @Breakingviews: Mark Zuckerberg has fumbled this year. Here\\u2019s @johnsfoley on why more Facebook investors could afford to pr\\u2026
Fri Jun 08 20:57:20 +0000 2018,RT @DowdEdward: $FB \\u201cFacebook gave some companies access to user records well after the point in 2015 when social network said it had cut t\\u2026
Fri Jun 08 20:53:53 +0000 2018,$FB \\u201cFacebook gave some companies access to user records well after the point in 2015 when social network said it had cut them off.\\u201d \\n\\nLooks like Mark &amp; Cheryl lied bigly. https://t.co/8Nu7SZ7fPC
Fri Jun 08 20:53:34 +0000 2018,$FB Facebook gave some companies access to additional data about users\\u2019 friends https://t.co/zFmTlHf7KM via @WSJ
Fri Jun 08 20:51:24 +0000 2018,RT @mercadomagico: Follow @mercadomagico #Mercadomagico https://t.co/gzPGOV7s8h on #Pinterest we stopped posting on $FB #Facebook #Whatssap\\u2026
Fri Jun 08 20:49:18 +0000 2018,Facebook gave some companies access to additional data about users\\u2019 friends https://t.co/Hm1A6lYGI7 via @WSJ $FB
Fri Jun 08 20:49:04 +0000 2018,$FB Looks like a reappearance in front of Congress is a forgone conclusion now...lied. \\n\\nFacebook gave some companies access to additional data about users\\u2019 friends https://t.co/15gh3xA2Ho
Fri Jun 08 20:48:05 +0000 2018,*FACEBOOK IS SAID TO HAVE GIVEN SOME COMPANIES FRIEND DATA: WSJ\\n(My \\
Fri Jun 08 20:47:54 +0000 2018,via David_Ingram: Myanmar hardline monks vow to stay on Facebook despite ban: \\
Fri Jun 08 20:46:01 +0000 2018,RT @mercadomagico: Follow @mercadomagico #Mercadomagico https://t.co/gzPGOV7s8h on #Pinterest we stopped posting on $FB #Facebook #Whatssap\\u2026
Fri Jun 08 20:43:36 +0000 2018,"You sold out your country, infringed on constitutional #1A rights w/censorship u fraud ur going to jail! small list! #FB #DeleteFaceBook #stocks #markets #Stockmarket $FB #spybook #databreach #privacy gone #Facebook treason, #QAnon @realDonaldTrump gitmo #TickTock #GreatAwakening"
Fri Jun 08 20:30:12 +0000 2018,"RT @tpiwholesale: Oh, Is this True #MarkZuckerberg??? wow... TRILLION DOLLAR RIP-OFF?! \\n#FB #DeleteFaceBook #stocks #markets #Stockmarket $\\u2026"
Fri Jun 08 20:25:17 +0000 2018,"RT @tpiwholesale: Oh, Is this True #MarkZuckerberg??? wow... TRILLION DOLLAR RIP-OFF?! \\n#FB #DeleteFaceBook #stocks #markets #Stockmarket $\\u2026"
Fri Jun 08 20:21:47 +0000 2018,"$FB $NWS $NWSA Doubts Emerge About Whether Oculus Connect 5 Will Positively Impact Facebook, Inc. https://t.co/YC4lR5ceJX"
Fri Jun 08 20:21:32 +0000 2018,$FB Here\'s what Facebook\'s Sheryl Sandberg told new grads at MIT https://t.co/ecMkd8sFNc
Fri Jun 08 20:20:52 +0000 2018,"RT @tpiwholesale: Oh, Is this True #MarkZuckerberg??? wow... TRILLION DOLLAR RIP-OFF?! \\n#FB #DeleteFaceBook #stocks #markets #Stockmarket $\\u2026"
Fri Jun 08 20:20:10 +0000 2018,$FB CLOSES ABOVE ITS OPENING PRICE AFTER RECOVERING FROM EARLY SELLING PRESSURE: https://t.co/5fMzlTe2HM\\nSentiment: Very bullish #FB #Facebook
Fri Jun 08 20:20:04 +0000 2018,"#Facebook aware of users\' concerns, plan to do better job of educating users, giving them full control over #advertising experience, experience w own data. #digitalmarketing #ecommerce #mcommerce #retail #FacebookMarketing #socialmarketing #contentmarketing $FB"
Fri Jun 08 20:15:54 +0000 2018,"Oh, Is this True #MarkZuckerberg??? wow... TRILLION DOLLAR RIP-OFF?! \\n#FB #DeleteFaceBook #stocks #markets #Stockmarket $FB #spybook #databreach #privacy gone #Facebook treason,facial Recognition heist of century! gitmo #QAnon \\ud83d\\udc47@realDonaldTrump #TickTock https://t.co/pSYscwsXz0"
Fri Jun 08 20:13:18 +0000 2018,RT @Reuters: On @Breakingviews: Mark Zuckerberg has fumbled this year. Here\\u2019s @johnsfoley on why more Facebook investors could afford to pr\\u2026
Fri Jun 08 20:10:04 +0000 2018,"Via @Gallup Apr 2018 survey, 43% #Facebook users were \\"
Fri Jun 08 20:04:07 +0000 2018,"RT @jchengery: Via @RaymondJames Mar 2018 survey, 80+% US #Internetusers were at least somewhat concerned abt how their pers data was being\\u2026"
Fri Jun 08 20:02:30 +0000 2018,RT @Reuters: On @Breakingviews: Mark Zuckerberg has fumbled this year. Here\\u2019s @johnsfoley on why more Facebook investors could afford to pr\\u2026
Fri Jun 08 20:00:27 +0000 2018,"Via @RaymondJames Mar 2018 survey, 80+% US #Internetusers were at least somewhat concerned abt how their pers data was being used on #Facebook. #digitalmarketing #ecommerce #mcommerce #retail #FacebookMarketing #socialmarketing #contentmarketing $FB"
Fri Jun 08 19:59:37 +0000 2018,"As Location Data Use Becomes A Mainstream Marketing Tool, Advertisers Seek Alternatives To $FB, $Goog, says @factual survey https://t.co/kMWf6Bjswn"
Fri Jun 08 19:58:06 +0000 2018,RT @Reuters: On @Breakingviews: Mark Zuckerberg has fumbled this year. Here\\u2019s @johnsfoley on why more Facebook investors could afford to pr\\u2026
Fri Jun 08 19:50:03 +0000 2018,"However, 47% US #Facebook users who aren\'t sharing as much #content as b4 w friends/followers say it\'s bc #privacy concerns. #digitalmarketing #ecommerce #mcommerce #retail #FacebookMarketing #socialmarketing #contentmarketing $FB"
Fri Jun 08 19:48:53 +0000 2018,RT @Reuters: On @Breakingviews: Mark Zuckerberg has fumbled this year. Here\\u2019s @johnsfoley on why more Facebook investors could afford to pr\\u2026
Fri Jun 08 19:48:18 +0000 2018,RT @Reuters: On @Breakingviews: Mark Zuckerberg has fumbled this year. Here\\u2019s @johnsfoley on why more Facebook investors could afford to pr\\u2026
Fri Jun 08 19:46:34 +0000 2018,RT @Reuters: On @Breakingviews: Mark Zuckerberg has fumbled this year. Here\\u2019s @johnsfoley on why more Facebook investors could afford to pr\\u2026
Fri Jun 08 19:45:56 +0000 2018,RT @Reuters: On @Breakingviews: Mark Zuckerberg has fumbled this year. Here\\u2019s @johnsfoley on why more Facebook investors could afford to pr\\u2026
Fri Jun 08 19:40:05 +0000 2018,"Via @thomsonreuters, 50% US #Facebook users say they haven\'t changed how much they use it, 25+% say they use it more, just 18% say they use it less, 1% have deleted $FB acct. #digitalmarketing #ecommerce #mcommerce #retail #FacebookMarketing #socialmarketing #contentmarketing"
Fri Jun 08 19:30:11 +0000 2018,"Despite #CambridgeAnalytica #data scandal, most users, #advertisers sticking w #Facebook- virtually no dropoff of users in last #earnings call. #digitalmarketing #ecommerce #mcommerce #retail #FacebookMarketing #socialmarketing #contentmarketing $FB"
Fri Jun 08 19:20:11 +0000 2018,"@1Romans58 I was proud to protest @facebook censorship of Conservatives at their annual shareholder meeting last week\\nThe issue received lots of news coverage, interviews\\nI spoke with large shareholders\\nTo their credit $FB was cool about it.  There is hope they will mend their ways!\\n#MAGA https://t.co/2WWcFnnXMN"
Fri Jun 08 19:20:05 +0000 2018,Many #Facebook Users Are Sharing Less #Content (@eMarketer) \\nhttps://t.co/CcdTBngOqD #digitalmarketing #ecommerce #mcommerce #retail #FacebookMarketing #socialmarketing #contentmarketing $FB
Fri Jun 08 19:13:12 +0000 2018,Facebook: Taking the hint $FB https://t.co/iPUsD4LTGG
Fri Jun 08 19:12:08 +0000 2018,Haha! When are fools gonna start deleting Facebook accounts? Stop using the poisonous platform. $FB https://t.co/Fc47HflaHV
Fri Jun 08 19:08:49 +0000 2018,"Utter nonsense - the $FB model is pimp member data, period &gt;&gt; Sheryl Sandberg: #Facebook didn\'t \'see all the risks coming\' or do enough to stop them https://t.co/LHGspNBsFM"
Fri Jun 08 18:53:46 +0000 2018,"Colin Stretch Sells 750 Shares of Facebook, Inc. Common Stock $FB Stock https://t.co/7q0oEXsYdz"
Fri Jun 08 18:23:05 +0000 2018,RT @businessinsider: Facebook says it accidentally let anybody read private posts from 14 million users $FB https://t.co/RY9taFN7Vn
Fri Jun 08 18:05:18 +0000 2018,RT @SusanLiTV: $aapl #Apple 3rd record close in a row as it nears $1 tln market cap! Great chat with @TeamCavuto @DeirdreBolton on #emoji #\\u2026
Fri Jun 08 17:45:11 +0000 2018,RT @YahooFinance: WATCH Now: Facebook\'s Sheryl Sandberg delivers MIT commencement speech $FB https://t.co/Am18OOk7dj https://t.co/w0XEzcbTZs
Fri Jun 08 17:45:06 +0000 2018,"Via @CBInsights, #Facebook mentioned #GDPR 18x during last #earnings call, DIDN\'T mention it at all in call from Q1 \'17. #digitalmarketing #ecommerce #mcommerce #retail #mobilemarketing #InternetMarketing #ROI #programmaticmarketing $FB"
Fri Jun 08 17:31:06 +0000 2018,"Over the past five sessions, the July 205 call has seen the biggest rise in open interest. $FB https://t.co/Do3crNH8yy"
Fri Jun 08 17:26:49 +0000 2018,"via charliebilello: Total Revenue: Facebook, Amazon, Apple, Netflix, Google... \\n2010: $132 Billion \\n2018 (est): $707 billion \\n435% Increase $fb https://t.co/Q6ovxjRtHW"
Fri Jun 08 17:24:50 +0000 2018,Best buy of 2018? $FB $SNAP $TWTR @facebook @Snapchat @Twitter #facebook #snapchat #twitter
Fri Jun 08 17:16:44 +0000 2018,"@rimisback Facebook near all time high... 500 billion valuation. BB more than 90% down from all time high, valuation $6 billion. Please... Stop bashing $FB Zuckerberg makes his shareholders rich. What BB has done to us?"
Fri Jun 08 17:11:51 +0000 2018,Relax. Teens Aren\'t Fleeing Facebook @themotleyfool #stocks $FB #teens #facebook #socialmedia #investing https://t.co/uuGeyXudaP
Fri Jun 08 17:07:37 +0000 2018,"Everytime you hear real estate and blockchain together, think  $RSS.V $RSASF. This is the future Facebook-cum-PayPal-cum-Zillow. #techstocks #techstock #crypto https://t.co/Ngcx4jwZLi $AMZN $ANET $NFLX $FB $YHOO $GOOG $AAPL $FDS $STX $BOX $ $MSFT $SNAP $TSLA $LRCX $ATVI $NVDA"
Fri Jun 08 16:52:41 +0000 2018,"Cambridge Analytica CEO accused of Embezzling $8 Million\\n#CambridgeAnalytica, #AlexanderNix, #Embezzlement, #Bankruptcy, #databreach, #scandal, #Facebook, $FB, #Lawmakers, #Personaldata, #policy, #DonaldTrump, #FinancialTimes, #FT, #FBI, #DOJ,... https://t.co/roEbmDuuD9"
Fri Jun 08 16:43:37 +0000 2018,RT @businessinsider: Facebook says it accidentally let anybody read private posts from 14 million users $FB https://t.co/RY9taFN7Vn
Fri Jun 08 16:37:48 +0000 2018,RT @YahooFinance: Facebook\'s Sheryl Sandberg: You have to know when to stop a bad idea $FB https://t.co/Am18OOk7dj https://t.co/e2lcwSSZhJ
Fri Jun 08 16:29:53 +0000 2018,#Facebook launches gaming video hub to take on #Twitch $FB - https://t.co/thTFIPhPf7
