Wed Jun 13 23:24:12 +0000 2018,"Walmart Inc $WMT Director Sells $92,971,098.88 in Stock https://t.co/Vb3RlI4PLe #stocks"
Wed Jun 13 16:27:07 +0000 2018,"RT @TheStreet: In case your mind is too blown from the $T - $TWX news to check your email, consider this your reminder -- @JimCramer\\u2019s next\\u2026"
Wed Jun 13 16:26:10 +0000 2018,RT @TSTRealMoney: How to view today\'s AT&amp;T $T - Time Warner $TWX court ruling - via Paul @Stockdoc999 Price https://t.co/QwfyvdBA1h https:/\\u2026
Wed Jun 13 16:25:05 +0000 2018,"RT @juliecjd: $BVTK-   Dennis OLeary, CEO of DarkPulse, at Russia\'s largest mine! DarkPulse is also going to transform safety in this indus\\u2026"
Wed Jun 13 16:23:05 +0000 2018,RT @theflynews: On The Fly: Top stock stories at midday $T $TWX $FOXA $CMCSA $DIS $GM $ENPH $SPWR $PVTL $TAL $HRB $FOX https://t.co/knnc6gK\\u2026
Wed Jun 13 16:23:03 +0000 2018,On The Fly: Top stock stories at midday $T $TWX $FOXA $CMCSA $DIS $GM $ENPH $SPWR $PVTL $TAL $HRB $FOX https://t.co/knnc6gKQnj
Wed Jun 13 16:22:31 +0000 2018,AT&amp;T Inc.: Heavy volume for AT&amp;T stock. $T https://t.co/fhHBWm188K https://t.co/XC54hcH1pm
Wed Jun 13 16:12:01 +0000 2018,"RT @Benzinga: Wall Street Analysts Reflect On AT&amp;T-Time Warner Ruling, Assess Implications Outside Tech, Media\\nhttps://t.co/OBt0dWShqX $T $\\u2026"
Wed Jun 13 16:12:00 +0000 2018,"Wall Street Analysts Reflect On AT&amp;T-Time Warner Ruling, Assess Implications Outside Tech, Media\\nhttps://t.co/OBt0dWShqX $T $TWX $CMCSA $FOXA $DIS $AAPL $AMZN $SPOT $S $VZ $CVS $CI $AET"
Wed Jun 13 16:11:28 +0000 2018,"The top five stocks lower at noon today are $HRB. $BSX, $T, $DHI, and $PHM."
Wed Jun 13 16:09:42 +0000 2018,"The top five most active stocks at noon today are $T, $AMD, $TWX, $CMCSA, and $FOXA."
Wed Jun 13 16:07:58 +0000 2018,RT @theflynews: AT&amp;T upgraded to Outperform on \'game changing\' Time Warner deal at Oppenheimer $T $TWX https://t.co/0DywHAJA3p
Wed Jun 13 16:03:57 +0000 2018,"#US Mid-Day: Tech-heavy &amp; clocking record-high $NASDAQ+0.45%, leads WallSt amid big frenzy in Telecom &amp; Media shares, as $85 bn AT&amp;T $T-4.2%, Time Warner $TWX+3.2% deal gets approval Powell\'s 25 bps awaited. Despite lower barrels, Energy dips. $DJIA+0.02% $SPX+0.09%. Yields\\u2193."
Wed Jun 13 15:59:09 +0000 2018,@AdaptToReality I played the arb on $TWX and sold this morning. At this point it\\u2019s below the collar and I don\\u2019t really want to play the $T game
Wed Jun 13 15:58:01 +0000 2018,$T Harris on AT&amp;T and Time Warner Ruling (Audio) via https://t.co/jURZDymPXI
Wed Jun 13 15:57:12 +0000 2018,"Inspired by new friends of global totalitarian dictatorships, @POTUS takes aim at #freepress after #JusticeDepartment decisive defeat on his blocking $T &amp; $TWX merger. The #judicialsystem protects us. https://t.co/uqu04zJD3H"
Wed Jun 13 15:53:26 +0000 2018,"Dear passive \\u20ac IG investor, pay attention to what\'s going to happen with AT&amp;T and its debt. $T accounts for 1.71% of the $EEXF, the fourth largest weight after $ABIBB and Germany\'s Dynamic Duo (\'80s boxing reference just for you @misterjamieb), $DAIGR and $VW"
Wed Jun 13 15:52:37 +0000 2018,AT&amp;T Inc.: Heavy volume for AT&amp;T stock. $T https://t.co/fhHBWm188K https://t.co/NSNYWETQ02
Wed Jun 13 15:50:53 +0000 2018,"Again: On the surface, $T seems to be getting $TWX at a fair price of 13x \\u201818 estimated EPS"
Wed Jun 13 15:50:06 +0000 2018,RT @theflynews: AT&amp;T upgraded to Outperform on \'game changing\' Time Warner deal at Oppenheimer $T $TWX https://t.co/0DywHAJA3p
Wed Jun 13 15:50:05 +0000 2018,AT&amp;T upgraded to Outperform on \'game changing\' Time Warner deal at Oppenheimer $T $TWX https://t.co/0DywHAJA3p
Wed Jun 13 15:44:59 +0000 2018,"AT&amp;T-Time Warner Ruling, Fed Meeting, Weight Watchers And More\\n\\n$TSLA $S $T $TWX $GES $KMG $WTW $SPY $HSY\\n\\n  https://t.co/7QcLF6deEW"
Wed Jun 13 15:43:02 +0000 2018,"With or without Time Warner, AT&amp;T is a highly indebted, low-growth company -- not a great combination. $T $TWX $DIS https://t.co/WlK4gseGR6"
Wed Jun 13 15:42:13 +0000 2018,"Absolutely stunning the debt levels these companies are piling on at late innings of the economic expansion.\\ud83e\\udd26\\ud83c\\udffb\\u200d\\u2642\\ufe0f\\ud83d\\ude48\\ud83e\\udd26\\ud83c\\udffb\\u200d\\u2642\\ufe0f I est AT&amp;T\\u2019s $T debt post $TWX deal will soar to $260BILLION -more than National debt of countries like Portugal, Sweden, Norway, Indonesia &amp; Saudi! \\ud83d\\ude33"
Wed Jun 13 15:33:22 +0000 2018,"I\\u2019m not really a stock guy, but I\\u2019m learning. That being said, $t is about to go through the roof. Got in at 32.45"
Wed Jun 13 15:32:10 +0000 2018,Oppenheimer Upgrades @ATT $T to Outperform https://t.co/Mhv5gAi460 via @Street_Insider\\n\\n@jonfortt @SquawkAlley @HalftimeReport
Wed Jun 13 15:30:37 +0000 2018,RT @RichBTIG: The most important takeaway from AT&amp;T Time Warner decision that nobody is talking about \\u2014&gt;\\n\\u201cAT&amp;T Wants To Give Video Away for\\u2026
Wed Jun 13 15:28:59 +0000 2018,Wellroundedinvestor @mindfulinvest - Recent Buy \\u2013 AT&amp;T $T https://t.co/swA3OLdQ2P
Wed Jun 13 15:28:50 +0000 2018,$T AT&amp;T wins court approval to buy Time Warner over Trump opposition
Wed Jun 13 15:28:33 +0000 2018,$T $TIME $TWX AT&amp;T ruling boosts stocks of media sector and other mega-merger targets https://t.co/5peojKyMBN
Wed Jun 13 15:28:31 +0000 2018,"$CCV $CCZ $CMCSA $T $TIME $TWX Fox, media firms rise after AT&amp;T-Time Warner approval https://t.co/RUcsZAH4dY"
Wed Jun 13 15:28:30 +0000 2018,$CCV $CCZ $CMCSA $T $TIME $TWX $VZ $VZA M&amp;A gates open with judge\'s blessing on AT&amp;T-Time Warner merger https://t.co/15Wktmb7zR
Wed Jun 13 15:28:26 +0000 2018,"$CCV $CCZ $CMCSA $T $TIME $TWX Fox, media firms rise after AT&amp;T-Time Warner approval https://t.co/NoDftUujpk"
Wed Jun 13 15:28:25 +0000 2018,$CCV $CCZ $CMCSA $T $TIME $TWX $VZ $VZA M&amp;A gates open with judge\'s blessing on AT&amp;T-Time Warner merger https://t.co/jL3CcjYPS4
Wed Jun 13 15:28:24 +0000 2018,"$T $TIME $TWX Wall Street flat, media stocks jump after AT&amp;T ruling https://t.co/4oBcxdrjoS"
Wed Jun 13 15:28:22 +0000 2018,$CVS $T $TIME $TWX An unlikely winner from the AT&amp;T-Time Warner decision \\u2014 CVS Health https://t.co/eSADcuPUGA
Wed Jun 13 15:28:19 +0000 2018,$T $TIME $TWX Fox is the \\u2018clear winner\\u2019 on AT&amp;T-Time Warner court ruling: Jefferies https://t.co/AO80HwSwvK
Wed Jun 13 15:28:18 +0000 2018,$T $TIME $TWX Media stocks soar after AT&amp;T-Time Warner court decision raises value of all content properties https://t.co/Kk8KOp9bIv
Wed Jun 13 15:28:15 +0000 2018,$T $TIME $TWX AT&amp;T-Time Warner ruling shows a need to reboot antitrust laws https://t.co/usiFEJpCDX
Wed Jun 13 15:28:15 +0000 2018,$CCV $CCZ $CMCSA $T $TIME $TWX Cramer: Judge in AT&amp;T-Time Warner deal laid out \'blueprint\' for Comcast to buy Fox https://t.co/PieqXCyUkr
Wed Jun 13 15:28:13 +0000 2018,$T $TIME $TWX Steve Case to AT&amp;T: Learn from my AOL-Time Warner failures https://t.co/tZBwQ8b3nb
Wed Jun 13 15:18:39 +0000 2018,"AT&amp;T, Time Warner approval seen as good sign for pending healthcare deals $T $TWX $CVS $AET $CI $ESRX $CMCSK $CMCSA $DIS $FOXA $VZ $LGF.A $DISCA https://t.co/ikk6U20Kn5"
Wed Jun 13 15:18:01 +0000 2018,Buy or Sell AT&amp;T Inc. Stock With Its 6% Dividend Yield? $T https://t.co/UfA1qt4xqh #dividend https://t.co/ElDx1gKFnz
Wed Jun 13 15:17:22 +0000 2018,RT @LiveSquawk: $T Fitch: AT&amp;T Rating Watch Resolution Hinges On DoJ Next Steps  https://t.co/AAR1bvcfCd
Wed Jun 13 15:17:13 +0000 2018,RT @LiveSquawk: $T Fitch: AT&amp;T Rating Watch Resolution Hinges On DoJ Next Steps  https://t.co/AAR1bvcfCd
Wed Jun 13 15:16:54 +0000 2018,RT @LiveSquawk: $T Fitch: AT&amp;T Rating Watch Resolution Hinges On DoJ Next Steps  https://t.co/AAR1bvcfCd
Wed Jun 13 15:16:33 +0000 2018,$T Fitch: AT&amp;T Rating Watch Resolution Hinges On DoJ Next Steps  https://t.co/AAR1bvcfCd
Wed Jun 13 15:15:47 +0000 2018,RT @StockRant: $T looking to buy maybe later today or tomorrow but definitely buying in at lower than $33
Wed Jun 13 15:14:43 +0000 2018,RT @ReutersBiz: Judge\'s blessing on AT&amp;T-Time Warner merger could spur other copycat mergers this year https://t.co/4nYTX7XYv2 $T $TWX http\\u2026
Wed Jun 13 15:12:49 +0000 2018,"RT @juliecjd: $BVTK-   Dennis OLeary, CEO of DarkPulse, at Russia\'s largest mine! DarkPulse is also going to transform safety in this indus\\u2026"
Wed Jun 13 15:12:49 +0000 2018,"RT @LaMonicaBuzz: Jeff Bewkes helped make HBO (sorry, NBC) must-see TV with hits like The Sopranos. Now that a judge has approved the sale\\u2026"
Wed Jun 13 15:12:27 +0000 2018,AT&amp;T Inc.: Historical volume for AT&amp;T stock. $T https://t.co/fhHBWm188K https://t.co/O8Kjy2QwsG
Wed Jun 13 15:12:17 +0000 2018,"Jeff Bewkes helped make HBO (sorry, NBC) must-see TV with hits like The Sopranos. Now that a judge has approved the sale of Time Warner to AT&amp;T, Bewkes may get what Tony Soprano never did - an unambiguously happy ending. My story. Cue the Journey? $T $TWX https://t.co/ZeSUqofKBp"
Wed Jun 13 15:12:15 +0000 2018,"RT @TheStreet: In case your mind is too blown from the $T - $TWX news to check your email, consider this your reminder -- @JimCramer\\u2019s next\\u2026"
Wed Jun 13 15:12:03 +0000 2018,$T looking to buy maybe later today or tomorrow but definitely buying in at lower than $33
Wed Jun 13 15:10:46 +0000 2018,RT @ReutersBiz: Judge\'s blessing on AT&amp;T-Time Warner merger could spur other copycat mergers this year https://t.co/4nYTX7XYv2 $T $TWX http\\u2026
Wed Jun 13 15:07:01 +0000 2018,Looking at some call spreads in $T  32-35 calls spreads and selling the 31s to finance some of it.  Jul 20exp about a 65 cent debit.  Good R/R
Wed Jun 13 15:06:47 +0000 2018,The AT&amp;T Court Victory Does Not Guarantee Domination $T $TWX - https://t.co/4FPqvwiNZ8
Wed Jun 13 15:05:29 +0000 2018,RT @eventdrivennews: Our own @NilsTracy spoke to @Reuters about yesterday\'s $TWX / $T decision: \\
Wed Jun 13 15:04:40 +0000 2018,Its says @WalterIsaacson advised $T on the merger on ur screen. Then why the hell isnt he screaming at $T @att to tell Moffett to go.........  Nothing Ms Moffit said wasnt true 12 months ago so now to s=do this is OUTRAGEOUS!\\n\\n@jonfortt @SquawkAlley
Wed Jun 13 15:02:31 +0000 2018,"Added more $T AT&amp;T. Now growth catalyst is sorted, I see good long term perspective and will keep adding on weakness."
Wed Jun 13 15:02:13 +0000 2018,Just because AT&amp;T can do it doesn\\u2019t mean everyone else can too. $T $TWX  https://t.co/8k2tZbKmT4
Wed Jun 13 15:01:39 +0000 2018,"RT @TheStreet: In case your mind is too blown from the $T - $TWX news to check your email, consider this your reminder -- @JimCramer\\u2019s next\\u2026"
Wed Jun 13 15:00:49 +0000 2018,AT&amp;T Inc. $T\\n32.58 -1.77 (-5.14%)\\nAs of 11:00AM EDT. Market open. $TWX
Wed Jun 13 15:00:09 +0000 2018,Stock Alert For T - AT&amp;T Inc.\\nAlert Type: Daily Percent Price Change\\nValue Hit: -5.17%\\n\\n#dividend #stocks $T\\nVisit Custom Stock Alerts https://t.co/Oh8lrY1YRH
Wed Jun 13 15:00:08 +0000 2018,"At&amp;t, $T, is down 5.2% - https://t.co/FqasHH5wM7"
Wed Jun 13 14:59:43 +0000 2018,"RT @Sarge986: AT&amp;T, Time Warner Deal Is Top Dog Right Now: Market Recon $T $TWX $CMCSA $FOXA $DIS $CBS $DISCA $LGF $CHTR $S $TMUS $KFY http\\u2026"
Wed Jun 13 14:59:08 +0000 2018,Judge\'s blessing on AT&amp;T-Time Warner merger could spur other copycat mergers this year https://t.co/4nYTX7XYv2 $T $TWX https://t.co/q4F918JyZc
Wed Jun 13 14:56:52 +0000 2018,"RT @TSTRealMoney: The AT&amp;T $T / Time Warner $TWX ruling is a nuclear blast at the Justice Department, says @jimcramer https://t.co/mFSZInyY\\u2026"
Wed Jun 13 14:52:09 +0000 2018,"RT @Reuters: AT&amp;T wins court approval to buy Time Warner, rebuffing an attempt by Trump\\u2019s administration to block the deal https://t.co/143\\u2026"
Wed Jun 13 14:52:05 +0000 2018,RT @eventdrivennews: Our own @NilsTracy spoke to @Reuters about yesterday\'s $TWX / $T decision: \\
Wed Jun 13 14:51:57 +0000 2018,"RT @reorgresearch: @NilsTracy of Reorg\'s @eventdrivennews spoke to @Reuters about yesterday\'s AT&amp;T/Time-Warner decision, calling it \\"
Wed Jun 13 14:50:04 +0000 2018,"@NilsTracy of Reorg\'s @eventdrivennews spoke to @Reuters about yesterday\'s AT&amp;T/Time-Warner decision, calling it \\"
Wed Jun 13 14:49:52 +0000 2018,#SRCGAINS \\n@SaraEisen @steveliesman @carlquintanilla @CourtReagan\\n#IGNITE:\\nI am thrilled about the $T #deal. It is absolutely amazing. Hoping for the best. The gains from this will help grow #business.\\n\\nProgress: Top secret developments at @StevenRCEnergy #RT https://t.co/Wat3OaLqFO
Wed Jun 13 14:46:41 +0000 2018,RT @eventdrivennews: Our own @NilsTracy spoke to @Reuters about yesterday\'s $TWX / $T decision: \\
Wed Jun 13 14:45:18 +0000 2018,"AT&amp;T and Time Warner deal approved, $T drops -4.77% early. https://t.co/NkhALWSqEl"
Wed Jun 13 14:45:05 +0000 2018,Our own @NilsTracy spoke to @Reuters about yesterday\'s $TWX / $T decision: \\
Wed Jun 13 14:41:07 +0000 2018,"AT&amp;T buying Appian, too? $T (no position) $APPN (long)"
Wed Jun 13 14:38:52 +0000 2018,RT @RichBTIG: The most important takeaway from AT&amp;T Time Warner decision that nobody is talking about \\u2014&gt;\\n\\u201cAT&amp;T Wants To Give Video Away for\\u2026
Wed Jun 13 14:37:18 +0000 2018,$38.75 Billion in Sales Expected for AT&amp;T Inc. $T This Quarter https://t.co/kRh6ECMhWk
Wed Jun 13 14:33:47 +0000 2018,$0.89 Earnings Per Share Expected for AT&amp;T Inc. $T This Quarter https://t.co/MsfyX7S0Ov
Wed Jun 13 14:33:39 +0000 2018,Court approves AT&amp;T $T and Time Warner $TWX merger. What\\u2019s the impact for media stocks? Tuna Amobi @CFRAResearch: https://t.co/FXyQ30DOz9
Wed Jun 13 14:32:01 +0000 2018,"$CBS $LGF $DISCA $T $TWX:\\n\\nMedia Stocks Lionsgate, Discovery Pop On AT&amp;T Win; CBS And Viacom Gain:\\n\\nhttps://t.co/uCQDZlAevY"
Wed Jun 13 14:31:43 +0000 2018,"RT @Reuters: AT&amp;T wins court approval to buy Time Warner for $85 billion, rebuffing an attempt by Trump\\u2019s administration to block the deal\\u2026"
Wed Jun 13 14:30:55 +0000 2018,"RT @TSTRealMoney: The AT&amp;T $T / Time Warner $TWX ruling is a nuclear blast at the Justice Department, says @jimcramer https://t.co/mFSZInyY\\u2026"
Wed Jun 13 14:29:42 +0000 2018,Top 10 Non Index at 9:05 $SPY $T $QQQ $AMD $NFLX $TWX $EEM $TSLA $BAC $VXX @Optionsgirl123  #LIZJNY
Wed Jun 13 14:28:03 +0000 2018,"$BVTK-   Dennis OLeary, CEO of DarkPulse, at Russia\'s largest mine! DarkPulse is also going to transform safety in this industry!!  Huge!!  Conglomerate! \\n$AMZN $BA $HON $SBUX $MFST $DIS $ADBE $CRUS $ATV $GOOGL $HD $HAL $T $TV $VZ $GE $NEWR $ADBE $HAS $OKTA $NVDA https://t.co/CXIMBsml2E"
Wed Jun 13 14:25:12 +0000 2018,Recent Buy \\u2013 AT&amp;T\\u00a0$T https://t.co/THsxIRYSJR
Wed Jun 13 14:25:06 +0000 2018,New post: Recent Buy \\u2013 AT&amp;T $T https://t.co/THsxIRHhlh
Wed Jun 13 14:24:12 +0000 2018,Tons of movement in the media space this morning in the wake of a federal judge approving AT&amp;T\'s merger with Time Warner. Tickers to watch today: $T $TWX $DIS $NFLX $CMCSA $FOXA https://t.co/pHvrfKFabP
Wed Jun 13 14:23:50 +0000 2018,why is time warner not pricing out fully at or near $105  $TWX $T ?
Wed Jun 13 14:23:48 +0000 2018,The Winners and Losers From the AT&amp;T Verdict https://t.co/3wUPM3TvrP $t
Wed Jun 13 14:20:47 +0000 2018,Randall Stephenson bet it all and beat regulators seven years after they killed his T-Mobile deal https://t.co/2PoC2iQXZC @drewfitzgerald $t
Wed Jun 13 14:18:51 +0000 2018,"Stocks to Watch: AT&amp;T, Time Warner, Comcast, 21st Century Fox, H&amp;R Block, Cardinal Health\\n$TWX $FOXA $HRB $T\\nhttps://t.co/v32YR0DNG6"
Wed Jun 13 14:15:14 +0000 2018,AT&amp;T #wins: Judge clears $85 #billion bid for Time Warner with no conditions $T $TWX $CMCSA $FOX https://t.co/GNBaEbxyoh
Wed Jun 13 14:12:27 +0000 2018,Barron\'s Tech Trader Daily - $T $TWX $S $CMCSA $DIS $FOXA $ASML $AMAT $LRCX $MSFT $INTC https://t.co/SrJg6A8LSO
Wed Jun 13 14:07:46 +0000 2018,AT&amp;T (T) $T https://t.co/OnF3WO7yci
Wed Jun 13 14:02:15 +0000 2018,$cmcsa $vz $t $cbs $fox So says New Street Research in the wake of Judge Leon\'s AT&amp;T\'s decision: \\
Wed Jun 13 13:58:04 +0000 2018,"$T Now that AT&amp;T has been cleared to buy Time Warner, here\'s what happens next https://t.co/S3uV8tGgnS $TWX $SPY $GLD $SLV $QQQ $DIA $DJIA $IWM $TLT $EEM $ETH $BTC $LTC $XRP #stockmarket #commodities #investing #finance #stocks #gold #silver #bonds #bitcoin"
Wed Jun 13 13:56:37 +0000 2018,$T asc_18_r_t_g_dip_at_18  Stock at: 33.12 Open Jun-29 34 Calls at $0.3 per contract. https://t.co/SXyJqfPeGy
Wed Jun 13 13:56:37 +0000 2018,AT&amp;T Inc.: Unusual volume for AT&amp;T stock. $T https://t.co/fhHBWmiJ0i https://t.co/b49iqmAZAA
Wed Jun 13 13:55:35 +0000 2018,$T d_rsi_in_put_range  Stock at: 33.12 Open Jun-29 32 Puts at $0.23 per contract. https://t.co/ND3YcT28qY
Wed Jun 13 13:52:49 +0000 2018,AT&amp;T $T Downgraded by Moffett Nathanson https://t.co/qmesJGJYxr
Wed Jun 13 13:52:16 +0000 2018,"Morgan Stanley says $T AT&amp;T ruling may help narrow public/private media value gap, stock falls -0.66%, https://t.co/iNWXZM4czD"
Wed Jun 13 13:51:31 +0000 2018,RT @MarketCurrents: Aftermarket trade ripples run wide from AT&amp;T/Time Warner decision https://t.co/b92lgcpVdK $T $TWX $CMCSA $FOX
Wed Jun 13 13:51:13 +0000 2018,$CVS - once a staple in IRA - has been daytrade fodder for year &amp; change now. Past 3 months $65 +/- $3 rangey but looking at pop off $T news. $70+ remains bogey for breakout but remains unlikely.
Wed Jun 13 13:50:32 +0000 2018,"Morgan Stanley says $T ruling may help narrow public/private media value gap, stock falls -0.66%, #AT&amp;T https://t.co/77ELE4MzQn"
Wed Jun 13 13:48:07 +0000 2018,$T dip_at_18midkelt_put  Stock at: 32.76 Open Jun-22 31 Puts at $0.07 per contract. https://t.co/5eTnjAooJ3
Wed Jun 13 13:48:02 +0000 2018,$T Could make couple more % to the deal closing wh I read at 1 source will be in a wk. I doubt there will be more than 102.32 total. $TWX 2/
Wed Jun 13 13:47:59 +0000 2018,"RT @TheStreet: In case your mind is too blown from the $T - $TWX news to check your email, consider this your reminder -- @JimCramer\\u2019s next\\u2026"
Wed Jun 13 13:47:05 +0000 2018,$T put_swingdn51018_fa  Stock at: 32.76 Open Jun-29 31 Puts at $0.11 per contract. https://t.co/cCx0pyI3oM
Wed Jun 13 13:45:26 +0000 2018,Is $NFLX laughing at $TWX and $T today?
Wed Jun 13 13:44:07 +0000 2018,"RT @TheStreet: In case your mind is too blown from the $T - $TWX news to check your email, consider this your reminder -- @JimCramer\\u2019s next\\u2026"
Wed Jun 13 13:42:12 +0000 2018,"RT @TheStreet: In case your mind is too blown from the $T - $TWX news to check your email, consider this your reminder -- @JimCramer\\u2019s next\\u2026"
Wed Jun 13 13:40:46 +0000 2018,"RT @Reuters: AT&amp;T wins court approval to buy Time Warner for $85 billion, rebuffing an attempt by Trump\\u2019s administration to block the deal\\u2026"
Wed Jun 13 13:39:36 +0000 2018,"RT @TheStreet: In case your mind is too blown from the $T - $TWX news to check your email, consider this your reminder -- @JimCramer\\u2019s next\\u2026"
Wed Jun 13 13:39:26 +0000 2018,"RT @TheStreet: In case your mind is too blown from the $T - $TWX news to check your email, consider this your reminder -- @JimCramer\\u2019s next\\u2026"
Wed Jun 13 13:38:08 +0000 2018,$T best performing stock of the year according to Finviz... lol. Finviz data so off as of last night. Look at my $K post https://t.co/rxO2Dp5CvA
Wed Jun 13 13:37:57 +0000 2018,"RT @TheStreet: In case your mind is too blown from the $T - $TWX news to check your email, consider this your reminder -- @JimCramer\\u2019s next\\u2026"
Wed Jun 13 13:34:36 +0000 2018,"RT @TheStreet: In case your mind is too blown from the $T - $TWX news to check your email, consider this your reminder -- @JimCramer\\u2019s next\\u2026"
Wed Jun 13 13:34:31 +0000 2018,"RT @TheStreet: In case your mind is too blown from the $T - $TWX news to check your email, consider this your reminder -- @JimCramer\\u2019s next\\u2026"
Wed Jun 13 13:32:49 +0000 2018,"RT @Reuters: AT&amp;T wins court approval to buy Time Warner, rebuffing an attempt by Trump\\u2019s administration to block the deal https://t.co/143\\u2026"
Wed Jun 13 13:32:39 +0000 2018,"RT @Reuters: AT&amp;T wins court approval to buy Time Warner, rebuffing an attempt by Trump\\u2019s administration to block the deal https://t.co/143\\u2026"
Wed Jun 13 13:31:58 +0000 2018,"RT @TheStreet: In case your mind is too blown from the $T - $TWX news to check your email, consider this your reminder -- @JimCramer\\u2019s next\\u2026"
