Tue Jun 19 23:29:04 +0000 2018,"Insider Selling: Walmart Inc $WMT Director Sells 760,377 Shares of Stock https://t.co/SeOnoxJgzQ"
Tue Jun 19 21:10:13 +0000 2018,"Technical Snapshots for Investors \\u2013 Intel Corporation, (NASDAQ: INTC) https://t.co/OiorgSFwHp $INTC #stocks #stockmarket"
Tue Jun 19 20:50:38 +0000 2018,\\
Tue Jun 19 19:43:33 +0000 2018,RT @KimbleCharting: Leadership since 2009 lows attempting to not double top at 2000 highs.  @IBDinvestors. #IBDpartner $SMH $INTC  https://\\u2026
Tue Jun 19 18:57:02 +0000 2018,"RT @emilybary: Intel hasn\\u2019t been in this position for more than a decade, says an analyst. $INTC $AMD https://t.co/bxE3wToa29"
Tue Jun 19 18:44:34 +0000 2018,"Intel Selloff, Shareholders Can Still Act $INTC https://t.co/JxqIK52dOY"
Tue Jun 19 18:25:30 +0000 2018,RT @KimbleCharting: Leadership since 2009 lows attempting to not double top at 2000 highs.  @IBDinvestors. #IBDpartner $SMH $INTC  https://\\u2026
Tue Jun 19 17:31:24 +0000 2018,Leadership since 2009 lows attempting to not double top at 2000 highs.  @IBDinvestors. #IBDpartner $SMH $INTC  https://t.co/3I20KBWpyd https://t.co/VhIMM0MlVE
Tue Jun 19 17:31:08 +0000 2018,RT @flintdaily: Intel $INTC Is At $55.11 Formed Wedge; Nova Lifestyle $NVFY Shorts Down By 0.7% https://t.co/uvZK6aonhy
Tue Jun 19 17:29:39 +0000 2018,RT @flintdaily: Intel $INTC Is At $55.11 Formed Wedge; Nova Lifestyle $NVFY Shorts Down By 0.7% https://t.co/uvZK6aonhy
Tue Jun 19 17:29:34 +0000 2018,RT @Collective2: Bad intel sends $INTC down but this C2 trader can still boast a hypothetical 10% annual return https://t.co/e7p0gDgFpS htt\\u2026
Tue Jun 19 17:23:30 +0000 2018,Bad intel sends $INTC down but this C2 trader can still boast a hypothetical 10% annual return https://t.co/e7p0gDgFpS https://t.co/YL5cbNwcgr
Tue Jun 19 15:19:44 +0000 2018,"iPhones, Intel chips exempt from tariffs? https://t.co/iZGYjzplB7 $AAPL $INTC"
Tue Jun 19 13:59:05 +0000 2018,"RT @deancollins: Intel process technology leadership is diminished if not evaporated,\\"
Tue Jun 19 13:57:23 +0000 2018,"As Intel Corp $INTC Valuation Rose, Shareholder Steinberg Global Asset Management Has Trimmed Its Holding by $3.62 Million ..."
Tue Jun 19 13:56:42 +0000 2018,Steinberg Global Asset Management Cut Intel Corp $INTC Stake by $3.62 Million; Stock Price Rose https://t.co/Gq2WGXZI23
Tue Jun 19 13:56:08 +0000 2018,"As Intel Corp $INTC Market Valuation Rose, Steinberg Global Asset Management Decreased Its Position https://t.co/wi293paGHb"
Tue Jun 19 13:33:41 +0000 2018,"Tuesday\\u2019s Vital Data: $AMD, $INTC and $TSLA - https://t.co/4zGfPL2ceo"
Tue Jun 19 13:31:01 +0000 2018,"Intel process technology leadership is diminished if not evaporated,\\"
Tue Jun 19 12:47:23 +0000 2018,"iPhones, Intel chips exempt from tariffs? https://t.co/cE87tuAxKm $AAPL $INTC"
Tue Jun 19 11:16:41 +0000 2018,"$INTC Intel could see pain from $AMD gain in manufacturing, analyst says    https://t.co/qNXj21XZuc"
Tue Jun 19 10:27:06 +0000 2018,"Big Lots $BIG Stake Maintained by Gsa Capital Partners Llp; Perkins Capital Management Has Raised Its Intel $INTC Holding by $618,800 - https://t.co/oLXhMYJMi4"
Tue Jun 19 10:20:47 +0000 2018,"iPhones, Intel chips exempt from tariffs? https://t.co/j1svkArHEW $AAPL $INTC"
Tue Jun 19 10:12:18 +0000 2018,Intel $INTC Lowered to Underperform at Northland Securities https://t.co/BNillbyNLw
Tue Jun 19 10:10:55 +0000 2018,Intel $INTC Lowered to Underperform at Northland Securities https://t.co/6zmIDA36Pe
Tue Jun 19 09:24:14 +0000 2018,Analysts told Reuters that Intel $intc could avoid the most severe effects from the new list of tariffs by shifting processor and memory chip production among its facilities. Great news for $aapl.
Tue Jun 19 08:44:14 +0000 2018,"iPhones, Intel chips exempt from tariffs? https://t.co/WQkQxdhjd6 $AAPL $INTC"
Tue Jun 19 07:38:50 +0000 2018,"iPhones, Intel chips exempt from tariffs? $AAPL $INTC https://t.co/SScuRzEVmn"
Tue Jun 19 07:08:38 +0000 2018,RT @schaeffers: $INTC stock is the worst Dow stock today https://t.co/PRPZHUXx4Z https://t.co/6Ty4uC5nVB
Tue Jun 19 06:58:14 +0000 2018,"Here is How To Play Bottom in LSC Communications, Inc. (LKSD), Intel ... https://t.co/RJR1zXft1t $INTC #stocks #stockmarket"
Tue Jun 19 06:43:37 +0000 2018,"RT @MarketCurrents: iPhones, Intel chips exempt from tariffs? https://t.co/SY1beCFsHv $AAPL $INTC"
Tue Jun 19 06:42:04 +0000 2018,"iPhones, Intel chips exempt from tariffs? https://t.co/XjyfJCZqpB $AAPL $INTC"
Tue Jun 19 06:42:03 +0000 2018,"iPhones, Intel chips exempt from tariffs? https://t.co/SY1beCFsHv $AAPL $INTC"
Tue Jun 19 06:31:47 +0000 2018,"RT @themarketisopen: $INTC Intel has paths around Trump\'s China tariffs, analysts say https://t.co/hMTTg58Zgh"
Tue Jun 19 06:28:28 +0000 2018,"$INTC Intel has paths around Trump\'s China tariffs, analysts say https://t.co/hMTTg58Zgh"
Tue Jun 19 06:28:26 +0000 2018,"$INTC Intel has paths around Trump\'s China tariffs, analysts say https://t.co/e3SdNRpdxq"
Tue Jun 19 04:36:41 +0000 2018,$INTC - Analyst: Intel Corporation Sales Growth to Slow Down in 2nd Half of 2018 https://t.co/T0LBd8xQDM
Tue Jun 19 03:24:04 +0000 2018,"Intel has paths around Trump\'s China tariffs, analysts say https://t.co/MBqjJiYumF\\n$INTC"
Tue Jun 19 02:48:15 +0000 2018,Intel Corporation (NASDAQ:INTC): How is This Stock Stacking Up? https://t.co/o1SCFLi5gT $INTC #stocks #stockmarket
Tue Jun 19 02:23:42 +0000 2018,$INTC  Intel has paths around #TrumpTariffs \'s on #China  analysts say https://t.co/H2LCnFJE97
Tue Jun 19 01:14:43 +0000 2018,"Despite today\'s downgrade, Intel, $INTC still strong &amp; gives investors a chance to buy on todays pull back. Everything we do today is around technology &amp; devices. They all need semiconductors to operate. Intel is &amp; will remain a leader in the semiconductor space\\n#Stocks"
Tue Jun 19 01:07:46 +0000 2018,$INTC Intel Option Order Flow Sentiment is 63.1% Bullish. https://t.co/Ehl6ItGbXp
Tue Jun 19 00:41:11 +0000 2018,Traders Buy Intel $INTC on Weakness https://t.co/dRgwL3kmZW
Tue Jun 19 00:39:23 +0000 2018,Traders Buy Intel $INTC on Weakness https://t.co/zWpPtsUsKj
Tue Jun 19 00:18:34 +0000 2018,"Intel hasn\\u2019t been in this position for more than a decade, says an analyst. $INTC $AMD https://t.co/bxE3wToa29"
Tue Jun 19 23:56:09 +0000 2018,"At Microsoft\\u2019s main campus in Redmond, Wash. Microsoft employees posted an open letter on Tuesday protesting the software maker\\u2019s work with Immigration and Customs Enforcement.CreditStuart Isett for The New York Time\\n\\n$MSFT #ICE https://t.co/ajbfp4MBnz"
Tue Jun 19 21:58:19 +0000 2018,more insight into the $MSFT acquisition of #Minnesota #edtech #startup @Flipgrid  https://t.co/dAk0UaHK5N
Tue Jun 19 20:43:00 +0000 2018,Microsoft $MSFT Shareholder Hyman Charles D Has Upped Stake; Utah Retirement Systems Has Increased Its Becton Dickinson &amp; Co $BDX Holding by $1.29 Million; Market Value Declined - https://t.co/SlVxEPyMS8
Tue Jun 19 20:20:56 +0000 2018,$MSFT FINDS BUYERS AGAIN AROUND 99.50: https://t.co/VyOw6QLm13\\nSentiment: Neutral #MSFT #Microsoft
Tue Jun 19 20:16:40 +0000 2018,"As Novo $NVO Stock Value Declined, Lagoda Investment Management LP Has Decreased Its Holding; Microsoft $MSFT Share Price Rose While Caledonia Investments Plc Has Cut Stake by $9.10 Million - https://t.co/eMtA34P7CB"
Tue Jun 19 20:12:58 +0000 2018,"Hall Laurie J Trustee Has Trimmed Stake in Microsoft $MSFT by $595,504 as Valuation Rose; Ultimate Software Group $ULTI Holder Fiera Capital Has Increased Position by $13.71 Million - https://t.co/u9wX9FmDBe"
Tue Jun 19 20:09:09 +0000 2018,Microsoft: Outlook Remains Bright $MSFT https://t.co/xoPiZvhf5c
Tue Jun 19 20:03:37 +0000 2018,$MSFT https://t.co/ZTIcvYqTx7 Pot. intermed bot in Downtrend INTRAWEEK 60m-15m-4m combo chart #Microsoft #Stocks https://t.co/AUw447sD3Z
Tue Jun 19 19:40:25 +0000 2018,Microsoft Co. $MSFT Given Consensus Rating of \\u201cBuy\\u201d by Brokerages https://t.co/pRzUMRyjZy
Tue Jun 19 19:23:54 +0000 2018,Microsoft: Hidden Potential In Shopping Technology -$KR $WMT $MSFT https://t.co/yN4VCshXEI
Tue Jun 19 19:12:55 +0000 2018,"Alpha Cubed Investments Has Increased Its Position in Lockheed Martin $LMT by $913,607 as Stock Declined; As Microsoft $MSFT Market Valuation Rose, Halbert Hargrove Russell Lowered by $415,688 Its Holding - https://t.co/BQO2SdtUI3"
Tue Jun 19 19:04:03 +0000 2018,$MSFT https://t.co/ZTIcvYqTx7 Pot. intermed top in Uptrend LONGERTERM Wly-Dly-Hly combo chart #Microsoft #trading https://t.co/wKRvxl2AS8
Tue Jun 19 18:44:55 +0000 2018,Microsoft Corporation: The Big Fluffy Cloud $MSFT https://t.co/ab7PSegQSZ
Tue Jun 19 18:06:26 +0000 2018,"Perkins Coie Trust Company Cut Stake in Microsoft $MSFT by $332,969; Lowes Companies $LOW Stock Declined While First Financial Bank - Trust Division Has Trimmed by $3.84 Million Its Position - https://t.co/IIs1oOOwaN"
Tue Jun 19 17:41:02 +0000 2018,Microsoft Is \\
Tue Jun 19 16:58:42 +0000 2018,Microsoft Corporation: The Big Fluffy Cloud - $MSFT https://t.co/ImfggkBcYq
Tue Jun 19 16:31:51 +0000 2018,@MSFTissues has weighed in on \\
Tue Jun 19 16:30:43 +0000 2018,$MSFT #MICROSOFT #WINDOWS https://t.co/uahfaYofj8
Tue Jun 19 16:30:43 +0000 2018,$MSFT #MICROSOFT #WINDOWS https://t.co/6GclhhvJ1C
Tue Jun 19 14:41:38 +0000 2018,Microsoft $MSFT Given a $75.00 Price Target at Jefferies Financial Group https://t.co/oyYNBqw4Cp
Tue Jun 19 13:04:52 +0000 2018,"Satya Nadella, Microsoft CEO announces Flipgrid joining the Microsoft family https://t.co/vWVh4BK7sF via @YouTube  #Microsoft $MSFT #M&amp;A"
Tue Jun 19 11:15:37 +0000 2018,Microsoft Corp $MSFT Shareholder Caledonia Investments Plc Has Lowered Its Stake as Share Price Rose - https://t.co/IxkCkBFGoA
Tue Jun 19 11:13:01 +0000 2018,Microsoft Corp $MSFT Shareholder Caledonia Investments Plc Trimmed Its Stake by $9.10 Million https://t.co/rVHToZfRe7
Tue Jun 19 11:12:20 +0000 2018,Microsoft Corp $MSFT Shares Rose While Caledonia Investments Plc Cut Its Stake https://t.co/yDDP7bdYab
Tue Jun 19 11:10:12 +0000 2018,Caledonia Investments Plc Has Lowered Microsoft Corp $MSFT Holding as Share Price Rose https://t.co/hsOOoxk9nI
Tue Jun 19 11:08:49 +0000 2018,Dumping all $MSFT holdings. Microsoft supports the evil.
Tue Jun 19 11:03:21 +0000 2018,Metropolitan Life Insurance Company Cut Holding in Citigroup $C by $610.67 Million as Market Valuation Declined; Microsoft $MSFT Position Has Lifted by Trb Advisors Lp - https://t.co/R8k6jbXS9s
Tue Jun 19 09:49:44 +0000 2018,"Microsoft $MSFT Stock Value Rose While Hollow Brook Wealth Management Has Trimmed Its Holding by $4.19 Million; St James Investment Company Cut Praxair $PX Stake by $848,448; Valuation Rose - https://t.co/b0pPvGHpD9"
Tue Jun 19 08:43:20 +0000 2018,Microsoft $MSFT PT Set at $75.00 by Jefferies Financial Group https://t.co/8xnmOA7f0S
Tue Jun 19 08:42:36 +0000 2018,Microsoft $MSFT Given a $75.00 Price Target at Jefferies Financial Group https://t.co/SH3WaJjrOI
Tue Jun 19 08:19:34 +0000 2018,$MSFT Microsoft is finally launching its new Xbox Avatar Editor
Tue Jun 19 07:34:35 +0000 2018,"@johnrampton I\'m dismayed about a Company I invest in, virtue-signaling, knowing it will hurt the stock price, therefore hurting me and millions of others who own $MSFT stock @Microsoft These corporate #SJW\'s just need to stop!"
Tue Jun 19 04:16:54 +0000 2018,RT @androsForm: $ADBE $MSFT Adobe Delivers New Adobe Sign Innovation; Advances Microsoft Partnership https://t.co/It3xFyWR3P
Tue Jun 19 04:13:55 +0000 2018,$ADBE $MSFT Adobe Delivers New Adobe Sign Innovation; Advances Microsoft Partnership https://t.co/It3xFyWR3P
Tue Jun 19 04:11:18 +0000 2018,"RT @Bruno_J_Navarro: Microsoft currently has $19.14 million in active contracts with ICE, according to Bloomberg Government data. \\n\\nIt reca\\u2026"
Tue Jun 19 04:10:00 +0000 2018,Microsoft Corporation $MSFT Analysts See $1.08 EPS - https://t.co/FRE5yQfuWU
Tue Jun 19 04:08:46 +0000 2018,Microsoft Corporation $MSFT Analysts See $1.08 EPS https://t.co/IPeK19OXvZ
Tue Jun 19 04:08:33 +0000 2018,Microsoft Corporation $MSFT Analysts See $1.08 EPS https://t.co/O4nFXDPep1
Tue Jun 19 04:07:58 +0000 2018,Microsoft Corporation $MSFT EPS Estimated At $1.08 https://t.co/BKrwTpQ8ZC
Tue Jun 19 03:31:53 +0000 2018,"Microsoft, an ICE Tech Partner, \'Dismayed\' by Child Separation Policy $MSFT https://t.co/4qCs7Fons9 @josephfcox"
Tue Jun 19 03:30:00 +0000 2018,"$MSFT acquires video-based social learning platform Flipgrid, stock gains +0.40%, #Microsoft  https://t.co/3GubW7nJQN"
Tue Jun 19 02:51:58 +0000 2018,"Microsoft in June, 2018 is looking a little bit like IBM back in the 1930s. Microsoft employees pissed over company\'s connection to ICE https://t.co/nQJckZasux $MSFT #Gestapo"
Tue Jun 19 01:23:58 +0000 2018,$ICE $MSFT Microsoft condemns \'forcible separation\' of children from families after criticism of work with ICE https://t.co/3ygcDQnJRh
Tue Jun 19 00:37:20 +0000 2018,Microsoft releases statement on border separations after ICE protests https://t.co/mdZUYLsMYr $MSFT
Tue Jun 19 22:21:27 +0000 2018,RT @racernic: Adding into the $DJIA Alphabet is even worse. It\'s 2300+ remmbr that that is 2 tickers each 1170ish. $GOOGL $GOOG https://t.c\\u2026
Tue Jun 19 22:20:46 +0000 2018,RT @TradingCentral: #Stock #GOOGL $GOOGL Alphabet Long positions above 1118.00 with targets at 1199.00 &amp; 1229.00 in extension. https://t.co\\u2026
Tue Jun 19 22:18:09 +0000 2018,RT @racernic: Adding into the $DJIA Alphabet is even worse. It\'s 2300+ remmbr that that is 2 tickers each 1170ish. $GOOGL $GOOG https://t.c\\u2026
Tue Jun 19 22:02:28 +0000 2018,RT @racernic: Adding into the $DJIA Alphabet is even worse. It\'s 2300+ remmbr that that is 2 tickers each 1170ish. $GOOGL $GOOG https://t.c\\u2026
Tue Jun 19 21:56:20 +0000 2018,Adding into the $DJIA Alphabet is even worse. It\'s 2300+ remmbr that that is 2 tickers each 1170ish. $GOOGL $GOOG https://t.co/XvOdR4BkfQ
Tue Jun 19 20:15:44 +0000 2018,#Stock #GOOGL $GOOGL Alphabet Long positions above 1118.00 with targets at 1199.00 &amp; 1229.00 in extension. https://t.co/atHI48mJCI
Tue Jun 19 18:55:26 +0000 2018,Head to Head Survey: Jianpu Technology $JT vs. Alphabet Inc Class A $GOOGL https://t.co/fbN8lW78QA
Tue Jun 19 17:58:03 +0000 2018,RT @OphirGottlieb: $GOOGL Alphabet Has a Remarkable Pre-Earnings Momentum Trade That Has Persisted for 3-years https://t.co/Yz23exBo1t\\n-\\nA\\u2026
Tue Jun 19 17:53:09 +0000 2018,$GOOGL Alphabet Has a Remarkable Pre-Earnings Momentum Trade That Has Persisted for 3-years https://t.co/Yz23exBo1t\\n-\\nA patient trade has led to incredible consistency.
Tue Jun 19 17:25:02 +0000 2018,Financial Analysis: Alphabet Inc Class A $GOOGL &amp; Jianpu Technology $JT https://t.co/ayXXHdOo8H
Tue Jun 19 17:24:34 +0000 2018,Head to Head Survey: Jianpu Technology $JT vs. Alphabet Inc Class A $GOOGL https://t.co/s6RdC6iUiq
Tue Jun 19 10:37:33 +0000 2018,Alphabet Inc Class A $GOOGL Expected to Announce Earnings of $9.73 Per Share https://t.co/4757yjj95L
Tue Jun 19 02:54:13 +0000 2018,RT @OphirGottlieb: CML Trade Machine Memberswe just sent:\\n\\n$GOOGL Alphabet a Remarkable Pattern That Has Persisted for 3-years https://t.co\\u2026
Tue Jun 19 02:38:03 +0000 2018,RT @OphirGottlieb: CML Trade Machine Memberswe just sent:\\n\\n$GOOGL Alphabet a Remarkable Pattern That Has Persisted for 3-years https://t.co\\u2026
Tue Jun 19 02:36:39 +0000 2018,CML Trade Machine Memberswe just sent:\\n\\n$GOOGL Alphabet a Remarkable Pattern That Has Persisted for 3-years https://t.co/w3mbdSm0FH
Tue Jun 19 01:30:30 +0000 2018,Traders Sell Alphabet Inc Class A $GOOGL on Strength $GOOGL https://t.co/QiKz8fJa1k
Tue Jun 19 01:29:34 +0000 2018,Analyzing Match Group $MTCH and Alphabet Inc Class A $GOOGL https://t.co/KUXdIHIFUF
Tue Jun 19 01:27:44 +0000 2018,Traders Sell Alphabet Inc Class A $GOOGL on Strength $GOOGL https://t.co/7Fax4Lhs3m
Tue Jun 19 13:26:04 +0000 2018,Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 23:59:10 +0000 2018,TRUMP ASSURES APPLE BUT MONEY FLOWS IN 11 POPULAR TECH STOCKS FLIP $AMD $AAPL $AMZN $FB $INTC $NFLX $NVDA $GOOG $MSFT $TSLA $BABA https://t.co/WeeAq6TaM6 https://t.co/WeeAq6TaM6
Tue Jun 19 23:59:00 +0000 2018,TRUMP ASSURES APPLE BUT MONEY FLOWS IN 11 POPULAR TECH STOCKS FLIP $AMD $AAPL $AMZN $FB $INTC $NFLX $NVDA $GOOG $MSFT $TSLA $BABA https://t.co/WeeAq6TaM6
Tue Jun 19 23:52:11 +0000 2018,#Trump trade adviser doesn\'t know about an #iPhone trade exemption https://t.co/Iuhklf7yYA via @technology #China #US #tradewar #trade #Apple $AAPL
Tue Jun 19 23:46:04 +0000 2018,Alternatives to the Best New iOS 12 Features That You Can Use Right Now https://t.co/MpHmbgIzQ0 $AAPL https://t.co/la0LQc0s6n
Tue Jun 19 23:35:55 +0000 2018,"RT @RANsquawk: How many times has Trump told us Apple $AAPL are investing $350 (BILLION, not million) into the US?"
Tue Jun 19 23:18:30 +0000 2018,Cramer points to the trillion-dollar question about US-China trade: What about Apple? @jimcramer $AAPL https://t.co/IrYgdbXHNi $SBUX $YUMC
Tue Jun 19 23:04:34 +0000 2018,Bluefin Trading Boosted By $35.76 Million Its #Apple $AAPL Position; Connor Clark &amp; Lunn Investment Management ...\\n\\nhttps://t.co/ZwgI1P8Bmf https://t.co/KEbnMX7qLz
Tue Jun 19 22:54:49 +0000 2018,RT @Reuters: Apple to change its #iPhone settings to undercut the most popular means for law enforcement to break into the devices https://\\u2026
Tue Jun 19 22:35:08 +0000 2018,$AAPL Apple\\u2019s content efforts will be a massive failure and embarrassment. Check this in three years.
Tue Jun 19 22:20:16 +0000 2018,#Instant #Apple Unlocking $0.99 Cent All #iPhone FOR 3GS 4 4S 5 5C 5S 6 6+ #unlockfusion #icloud #freeunlock #factoryunlock $AAPL #unlock
Tue Jun 19 22:15:55 +0000 2018,#Instant #Apple Unlocking $0.99 Cent All #iPhone FOR 3GS 4 4S 5 5C 5S 6 6+ #unlockfusion #icloud #freeunlock #factoryunlock $AAPL #unlock
Tue Jun 19 21:51:58 +0000 2018,#NEWS Apple and Oprah: This Is Just the Start\\n$AAPL\\n\\n#iPhoneX #Apple #AppleMusic #Oprah #Billions #womenintech #tariffs\\n\\nhttps://t.co/v9mJtEn4qk
Tue Jun 19 21:46:06 +0000 2018,Buy Apple! $AAPL https://t.co/1FYFlK6ZYB
Tue Jun 19 21:40:06 +0000 2018,"In China Trade War, #Apple Worries It Will Be Collateral Damage   via @NYTimes: #TradeWar #TradeWars $AAPL https://t.co/3ynIOzyT4h"
Tue Jun 19 21:27:07 +0000 2018,Apple Seeds Second Beta of iOS 12 to Developers https://t.co/OxkE98a9e5 $AAPL https://t.co/hjdr1XGYqO
Tue Jun 19 21:13:13 +0000 2018,Apparently now u need to call ur self in at the @apple store to get any help. To buy a product. Weird. Remember just walking in and just being helped. \\ud83e\\udd37\\ud83c\\udffb\\u200d\\u2642\\ufe0f $aapl But employees still nice about it
Tue Jun 19 21:09:05 +0000 2018,watchOS 5 developer beta 2 for Apple Watch now available https://t.co/opE5fVIJrH $AAPL https://t.co/6r9ZOGJegt
Tue Jun 19 21:02:47 +0000 2018,Apple CEO Tim Cook is joining other executives who have come out against the United States immigration policy that is separating families at the border.\\n\\nhttps://t.co/apc8XtSCSA #GRC #CSR #KeepFamiliesTogether $AAPL
Tue Jun 19 20:52:04 +0000 2018,How to schedule Time Machine backups https://t.co/wqoiDLl4gV $AAPL https://t.co/RaPKTHakrx
Tue Jun 19 20:42:35 +0000 2018,RT @gurufocus: A rush for talent ensues after Netflix set the stage for original content delivery https://t.co/BOxBrASEHP  $AAPL $NFLX $AMZ\\u2026
Tue Jun 19 20:22:56 +0000 2018,Penn Davis Mcfarland Trimmed Apple  $AAPL Position as Stock Value Rose; Biglari Capital Maintains Position in Biglari Hldgs $BH - https://t.co/p51wEU4emh
Tue Jun 19 20:19:00 +0000 2018,$AAPL CLOSES LOWER FOR THE 3RD DAY IN A ROW: https://t.co/kNp2Pd50bb\\nSentiment: Neutral #AAPL #Apple
Tue Jun 19 20:08:57 +0000 2018,"RT @GarySMorrow: AAPL blows out bull pennant; https://t.co/dwKHCtmOqd, with ugly downside gap, now at top band of very solid support(May hi\\u2026"
Tue Jun 19 20:08:04 +0000 2018,Apple slapped with $6.6M fine in Australia over bricked devices https://t.co/ypUcRGLP5k $AAPL https://t.co/Xcac9Z6QKW
Tue Jun 19 20:02:05 +0000 2018,iOS 12 beta 2 includes references to new Apple Watch models https://t.co/mMNlVSfU7o $AAPL https://t.co/7eUZguSgph
Tue Jun 19 19:58:26 +0000 2018,The top 10 books on Apple\'s iBooks-US $AAPL #AAPL #Booksandliterature #Entertainment https://t.co/fH83El4dC5
Tue Jun 19 19:58:22 +0000 2018,The top 10 books on Apple\'s iBooks-US $AAPL #AAPL #Booksandliterature #Entertainment https://t.co/oeOgXoCLaB
Tue Jun 19 19:50:46 +0000 2018,I wonder how many Apple shares @realDonaldTrump owns...  #FollowTheMoney $AAPL
Tue Jun 19 19:37:22 +0000 2018,"Trump said iPhones are safe from Tariffs ... but China could literally just tell Apple to fuck off and take their factory that makes its products ... dun dun dunnnnnn ... idk how legit that is but if I\\u2019m running China, I\\u2019m going after one of the biggest cash cows US has $aapl"
Tue Jun 19 19:36:16 +0000 2018,Oops! White House trade advisor Peter Navarro says he does not know of an #Apple $AAPL iPhone exemption in the US  vs. China #TradeWar https://t.co/OOro0HmBFl
Tue Jun 19 19:21:20 +0000 2018,Apple is the big tech firm most at risk from a US-China trade war. $AAPL #TradeWar  https://t.co/QHu8Rn9jur
Tue Jun 19 19:17:50 +0000 2018,"In the escalating #TradeWar, US has more bullets than China. #Apple $AAPL appears to have been given quarter, as #POTUS will not levy tariffs on iPhones assembled in China says @NYT"
Tue Jun 19 19:11:05 +0000 2018,"Apple rolls out second developer betas for iOS 12, tvOS 12, macOS 10.14 Mojave https://t.co/FA4S1phoUq $AAPL https://t.co/GSSm2gGaAw"
Tue Jun 19 19:01:30 +0000 2018,"When Will Apple Launch Its Own Video-Streaming Service? @themotleyfool #stocks $AAPL, $NFLX https://t.co/a1FOExX1lO"
Tue Jun 19 18:59:18 +0000 2018,RT @andreascseh: A Typical Apple $AAPL Consumer \\ud83d\\udc11\\ud83d\\udc11\\ud83d\\udc11 $1000 Smartphone with a 10.000 mAh Extra Battery \\ud83d\\udc2e\\ud83e\\udd23 #iPhoneX #iPhone8 #iPhone8Plus @Ste\\u2026
Tue Jun 19 18:44:16 +0000 2018,My #1 Stock In The World: Apple $AAPL https://t.co/34kD0U2uPP
Tue Jun 19 18:34:51 +0000 2018,"Budros Ruhlin &amp; Roe Holding in Apple Computer $AAPL Increased by $416,832; Tricadia Capital Management Upped Its Position in Allegheny Technologies $ATI as Market Value Rose - https://t.co/Llpc0CRjHn"
Tue Jun 19 18:16:43 +0000 2018,RT @MacHashNews: iOS 12 developer beta 2 is available now https://t.co/ivD7xJBuc9 $AAPL #Apple #iOSDev
Tue Jun 19 18:14:11 +0000 2018,$AAPL releases second iOS 12 developer beta. https://t.co/7wkargBFTH
Tue Jun 19 18:11:39 +0000 2018,RT @OphirGottlieb: https://t.co/sW0F5zMJR2\\n$AAPL Trump Trade Adviser Doesn\'t Know About an iPhone Trade Exemption\\n-\\n\\
Tue Jun 19 18:11:36 +0000 2018,RT @MacHashNews: Everything new in tvOS 12: Over 20 new features for Apple TV https://t.co/XGPaR9AIsu $AAPL https://t.co/moZnE32K7F
Tue Jun 19 18:08:31 +0000 2018,Apple Pay debuts in Poland https://t.co/yCRmogQ8uK $AAPL @PolishEmbassyUS #Poland
Tue Jun 19 18:08:03 +0000 2018,RT @OphirGottlieb: https://t.co/sW0F5zMJR2\\n$AAPL Trump Trade Adviser Doesn\'t Know About an iPhone Trade Exemption\\n-\\n\\
Tue Jun 19 18:06:00 +0000 2018,iOS 12 developer beta 2 is available now https://t.co/ivD7xJBuc9 $AAPL #Apple #iOSDev
Tue Jun 19 18:05:21 +0000 2018,https://t.co/sW0F5zMJR2\\n$AAPL Trump Trade Adviser Doesn\'t Know About an iPhone Trade Exemption\\n-\\n\\
Tue Jun 19 18:04:35 +0000 2018,"Overview Of Different Chart Patterns: ConocoPhillips (COP), #Apple Inc. $AAPL\\n\\nhttps://t.co/IkUL8GTO7h https://t.co/gUIJ8Jrypy"
Tue Jun 19 18:03:28 +0000 2018,$aapl China will not kill Chinese jobs. Apple is assembled in China. #justsaying
Tue Jun 19 18:02:03 +0000 2018,Everything new in tvOS 12: Over 20 new features for Apple TV https://t.co/XGPaR9AIsu $AAPL https://t.co/moZnE32K7F
Tue Jun 19 17:58:45 +0000 2018,Super Micro Computer $SMCI &amp; Apple $AAPL Critical Contrast https://t.co/stl6I59UkV
Tue Jun 19 17:58:03 +0000 2018,RT @OphirGottlieb: Apple is the big tech firm most at risk from a US-China trade war https://t.co/xKMIdKRVri\\n-\\n$AAPL
Tue Jun 19 17:56:26 +0000 2018,Apple is the big tech firm most at risk from a US-China trade war https://t.co/xKMIdKRVri\\n-\\n$AAPL
Tue Jun 19 17:48:33 +0000 2018,Super Micro Computer $SMCI versus Apple $AAPL Financial Comparison https://t.co/x0H60GM6Z2
Tue Jun 19 17:40:31 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 17:39:28 +0000 2018,RT @carlquintanilla: Our @andrewrsorkin: Hearing that Apple signed a deal with @Oprah made you feel what.\\n\\n@Hulu CEO: \\
Tue Jun 19 17:28:58 +0000 2018,"#BREAKING\\nCompanies are returning $3 trillion to $5 trillion from overseas, where it seems sum is nearing higher end of range, @POTUS asserts\\n\\n#Trump $XOM $AAPL #Exxon #Apple\\nhttps://t.co/nRlZsLbYfe"
Tue Jun 19 17:26:20 +0000 2018,"RT @RANsquawk: How many times has Trump told us Apple $AAPL are investing $350 (BILLION, not million) into the US?"
